ID;PROP_ID;COMP_ID;SurfaceTensionA;SurfaceTensionB;SurfaceTensionN;SurfaceTensionTmin;SurfaceTensionTmax
24204;815;24207;6.2662996E-2;628.80377;1.222222;184.63;628.80377
24205;816;24208;6.2662996E-2;628.80377;1.222222;184.63;628.80377
24206;985;24209;7.1500003E-2;589.91156;1.222222;188.67;589.91156
24207;1370;24210;7.0022002E-2;610.59174;1.222222;199.94;610.59174
24208;589;24211;7.3099002E-2;563.94623;1.222222;182.45;563.94623
24209;1380;24212;6.9509998E-2;607.48602;1.222222;184.94;607.48602
24210;817;24213;6.2662996E-2;628.80377;1.222222;184.63;628.80377
24211;986;24214;7.1630999E-2;593.00781;1.222222;188.67;593.00781
24212;1371;24215;0.070354;618.8963;1.222222;199.94;618.8963
24213;1372;24216;7.0303999E-2;617.65063;1.222222;199.94;617.65063
24214;482;24217;0.065527;630.09271;1.222222;187.32001;630.09271
24215;796;24218;0.062702;624.39032;1.222222;198.59;624.39032
24216;483;24219;0.065527;630.09271;1.222222;187.32001;630.09271
24217;797;24220;0.062702;624.39032;1.222222;198.59;624.39032
24218;587;24221;7.3880002E-2;574.36163;1.222222;170.14999;574.36163
24219;2807;24222;6.7189001E-2;700.35431;1.222222;256.85001;700.35431
24220;4566;24223;5.6517001E-2;858.41144;1.222222;321.95001;858.41144
24221;3392;24224;6.5821998E-2;730.56934;1.222222;273.45001;730.56934
24222;4790;24225;0.039483;1011.6067;1.222222;345.54999;1011.6067
24223;4484;24226;0.059161;833.95947;1.222222;315.04999;833.95947
24224;4537;24227;5.7904001E-2;846.43683;1.222222;322.25;846.43683
24225;4771;24228;4.1209999E-2;993.86139;1.222222;346.45001;993.86139
24226;4687;24229;4.8209999E-2;920.44885;1.222222;338.45001;920.44885
24227;4251;24230;0.062254;796.85968;1.222222;306.85001;796.85968
24228;1800;24231;6.9847003E-2;646.56329;1.222222;224.95;646.56329
24229;4889;24232;3.1947002E-2;1121.3641;1.222222;355.64999;1121.3641
24230;4664;24233;5.0106999E-2;912.98657;1.222222;333.04999;912.98657
24231;4177;24234;6.3054003E-2;783.25269;1.222222;297.85001;783.25269
24232;1367;24235;7.1007997E-2;625.20789;1.222222;198.95;625.20789
24233;4869;24236;3.3282001E-2;1096.2417;1.222222;351.95001;1096.2417
24234;4731;24237;4.4757001E-2;959.35651;1.222222;342.64999;959.35651
24235;4412;24238;0.060286;820.9447;1.222222;315.14999;820.9447
24236;2482;24239;6.7966998E-2;683.83807;1.222222;253.14999;683.83807
24237;4928;24240;0.029537;1174.5411;1.222222;358.14999;1174.5411
24238;4711;24241;4.6562999E-2;943.73529;1.222222;337.75;943.73529
24239;4335;24242;6.1314002E-2;808.58704;1.222222;307.14999;808.58704
24240;2155;24243;0.068843;665.97852;1.222222;227.45;665.97852
24241;4908;24244;0.030693;1146.9625;1.222222;354.75;1146.9625
24242;4641;24245;5.1830001E-2;899.00305;1.222222;333.75;899.00305
24243;4101;24246;0.063832;771.45276;1.222222;297.14999;771.45276
24244;982;24247;7.2347999E-2;601.40942;1.222222;187.55;601.40942
24245;4850;24248;3.4724001E-2;1074.1527;1.222222;352.85001;1074.1527
24246;4948;24249;2.8480999E-2;1204.2853;1.222222;357.25;1204.2853
24247;4617;24250;5.3495999E-2;885.8844;1.222222;327.85001;885.8844
24248;3998;24251;6.4543001E-2;758.94244;1.222222;286.75;758.94244
24249;4820;24252;3.6779001E-2;1052.3019;1.222222;348.95001;1052.3019
24250;4750;24253;4.2966999E-2;976.04266;1.222222;281.85001;976.04266
24251;4591;24254;0.055064;872.36505;1.222222;328.35001;872.36505
24252;3854;24255;6.5168999E-2;744.4057;1.222222;285.45001;744.4057
24253;4810;24256;0.037834;1031.9147;1.222222;349.85001;1031.9147
24254;3131;24257;6.6487998E-2;715.99323;1.222222;275.14999;715.99323
24255;3912;24258;0.062376;772.6814;1.222222;263.75;772.6814
24256;3781;24259;6.3771002E-2;769.6571;1.222222;257.60999;769.6571
24257;19913;24260;-12321;-12321;-12321;-12321;-12321
24258;625;24261;0.116674;652.97211;1.222222;240.98;652.97211
24259;2436;24262;0.058431;633.37982;1.222222;221.97;633.37982
24260;2013;24263;5.8825999E-2;582;1.238;129.35001;582
24261;1214;24264;0.058679;507.94022;1.222222;142.95;507.94022
24262;2388;24265;5.7762999E-2;626.0498;1.222222;210.49001;626.0498
24263;2383;24266;5.7743002E-2;618.034;1.222222;225.49001;618.034
24264;3073;24267;0.058952;680.83618;1.222222;264.69;680.83618
24265;3074;24268;0.058883;678.56549;1.222222;264.69;678.56549
24266;3075;24269;5.8974002E-2;681.54572;1.222222;264.69;681.54572
24267;3076;24270;5.9046999E-2;683.95831;1.222222;264.69;683.95831
24268;2659;24271;6.0118001E-2;647.11139;1.222222;232.31;647.11139
24269;3043;24272;0.059386;683.66943;1.222222;252.17;683.66943
24270;2572;24273;0.04558;615.67413;0.80000001;221.50999;615.67413
24271;5475;24274;6.3514002E-2;646.74298;1.2316;293;313
24272;3783;24275;6.3899003E-2;775.01685;1.222222;338.14001;775.01685
24273;3049;24276;5.8680002E-2;671.35175;1.222222;199.85001;671.35175
24274;2680;24277;6.0231999E-2;660.70001;1.222222;212.845;660.70001
24275;3916;24278;6.3519999E-2;812.34534;1.222222;333.04001;812.34534
24276;3046;24279;5.8680002E-2;671.35175;1.222222;237.17;671.35175
24277;3052;24280;5.8416001E-2;687.7301;1.222222;222.83;687.7301
24278;3077;24281;5.8823001E-2;676.57874;1.222222;264.69;676.57874
24279;3078;24282;0.058697;672.4632;1.222222;199.03;672.4632
24280;2660;24283;0.060718;665.71027;1.222222;232.31;665.71027
24281;3044;24284;5.9255999E-2;679.40668;1.222222;252.17;679.40668
24282;2573;24285;4.5634001E-2;619.87189;0.80000001;221.50999;619.87189
24283;3784;24286;0.063777;770.78296;1.222222;338.14001;770.78296
24284;3050;24287;5.8593001E-2;668.48975;1.222222;237.17;668.48975
24285;3921;24288;6.3259996E-2;817.54205;1.222222;333.04001;817.54205
24286;2681;24289;0.0601;656.40002;1.222222;190.57001;656.40002
24287;3047;24290;5.8593001E-2;668.48975;1.222222;237.17;668.48975
24288;3053;24291;0.05793;671.48071;1.222222;231.78;671.48071
24289;2661;24292;0.060764;667.16333;1.222222;204.85001;667.16333
24290;3045;24293;5.9342999E-2;682.24854;1.222222;252.17;682.24854
24291;3785;24294;0.063818;772.19421;1.222222;338.14001;772.19421
24292;3051;24295;5.8680002E-2;671.35175;1.222222;237.17;671.35175
24293;3922;24296;6.3259996E-2;817.54205;1.222222;333.04001;817.54205
24294;2682;24297;0.059671;658.5;1.222222;212.455;658.5
24295;3048;24298;5.8724001E-2;672.78271;1.222222;237.17;672.78271
24296;3054;24299;5.8083002E-2;676.56317;1.222222;220.63499;676.56317
24297;3786;24300;6.3653998E-2;766.54901;1.222222;313.14999;766.54901
24298;3787;24301;0.063777;770.78296;1.222222;338.14001;770.78296
24299;3923;24302;6.3259996E-2;817.54205;1.222222;333.04001;817.54205
24300;3788;24303;6.3694999E-2;767.96033;1.222222;370.14999;767.96033
24301;3924;24304;0.062057;773.88391;1.222222;333.04001;773.88391
24302;3789;24305;6.3858002E-2;773.60553;1.222222;338.14001;773.60553
24303;3032;24306;6.3371003E-2;722.13306;1.222222;232.3;722.13306
24304;2437;24307;5.6669999E-2;632.02588;1.222222;193.83;632.02588
24305;2014;24308;5.7039998E-2;597.33917;1.222222;167.2;597.33917
24306;1215;24309;5.7573002E-2;518.53241;1.222222;170.58;518.53241
24307;2389;24310;5.5868998E-2;619.01971;1.222222;182.35001;619.01971
24308;2384;24311;5.6191999E-2;620.87836;1.222222;169.14999;620.87836
24309;2439;24312;0.056293;620.09943;1.222222;193.83;620.09943
24310;2016;24313;0.056692;586.99139;1.222222;186.08;586.99139
24311;2391;24314;5.5589002E-2;610.20074;1.222222;182.35001;610.20074
24312;2386;24315;5.5980001E-2;614.19897;1.222222;197.35001;614.19897
24313;2441;24316;0.056433;624.51666;1.222222;193.83;624.51666
24314;3087;24317;0.059756;752.50726;1.222222;225.03999;752.50726
24315;2438;24318;5.6465998E-2;625.5473;1.222222;193.83;625.5473
24316;2015;24319;0.056697;587.14032;1.222222;167.25;587.14032
24317;1216;24320;5.7075001E-2;505.80389;1.222222;170.58;505.80389
24318;2390;24321;0.055542;608.7309;1.222222;182.35001;608.7309
24319;2385;24322;5.5904001E-2;611.82184;1.222222;153.14999;611.82184
24320;2440;24323;0.056433;624.51666;1.222222;193.83;624.51666
24321;2017;24324;0.056692;586.99139;1.222222;165.14999;586.99139
24322;2392;24325;5.5589002E-2;610.20074;1.222222;182.35001;610.20074
24323;2387;24326;5.5980001E-2;614.19897;1.222222;197.35001;614.19897
24324;2442;24327;0.056293;620.09943;1.222222;192.35001;620.09943
24325;3088;24328;5.9429999E-2;740.84387;1.222222;237.64999;740.84387
24326;3776;24329;6.9218002E-2;775.79999;1.222222;273.14999;775.79999
24327;1763;24330;0.057891;579;1.222222;195.48;579
24328;2470;24331;5.9661999E-2;610;1.222222;218.02;610
24329;1278;24332;0.059214;574;1.222222;200.58;574
24330;2138;24333;6.0492001E-2;597;1.222222;206.75;597
24331;1054;24334;0.060603;534.90002;1.222222;213.87;534.90002
24332;1753;24335;0.082975;603;1.3886;299.14999;603
24333;1655;24336;0.061487;590.94421;1.222222;153.74989;590.94421
24334;1148;24337;0.050547;541.98999;1.2222;145.96001;541.98999
24335;2643;24338;6.7876004E-2;703;1.2502;350;703
24336;3012;24339;7.5999998E-2;772.03998;1.33;242.67;772.03998
24337;9681;24340;-12321;-12321;-12321;-12321;-12321
24338;1397;24341;6.3063003E-2;638.1131;1.222222;302.91;638.1131
24339;1000;24342;0.060755;614;1.222222;287.14999;614
24340;1398;24343;6.3734002E-2;643.55585;1.222222;270.48999;643.55585
24341;1402;24344;6.3694999E-2;633.09149;1.222222;285.48999;633.09149
24342;996;24345;6.2542997E-2;628;1.222222;274.22;628
24343;1389;24346;6.3744999E-2;634.51416;1.222222;285.48999;634.51416
24344;604;24347;6.3419998E-2;609;1.222222;196.3;609
24345;1399;24348;6.3204996E-2;642.22626;1.222222;302.91;642.22626
24346;997;24349;6.2651999E-2;630;1.222222;370.14999;630
24347;1390;24350;6.3744999E-2;634.51416;1.222222;285.48999;634.51416
24348;1391;24351;6.3744999E-2;634.51416;1.222222;285.48999;634.51416
24349;602;24352;6.4652003E-2;624;1.2222;191.83;624
24350;2808;24353;6.1402999E-2;716.96899;1.222222;345.57001;716.96899
24351;3393;24354;6.0334001E-2;740.64307;1.222222;368.10999;740.64307
24352;4485;24355;0.055916;821.1048;1.222222;458.26999;821.1048
24353;4252;24356;5.7983998E-2;792.10681;1.222222;424.45999;792.10681
24354;1802;24357;0.063809;675.30347;1.222222;311.76001;675.30347
24355;4178;24358;0.058504;781.99823;1.222222;413.19;781.99823
24356;1386;24359;6.4952999E-2;659.32043;1.222222;300.48999;659.32043
24357;4413;24360;5.6674998E-2;810.39587;1.222222;447;810.39587
24358;2483;24361;0.062059;703.70239;1.222222;334.29999;703.70239
24359;4336;24362;5.7379998E-2;801.56085;1.222222;435.73001;801.56085
24360;2156;24363;6.2877998E-2;690.74817;1.222222;288.14999;690.74817
24361;4102;24364;5.8991998E-2;772.45941;1.222222;401.92001;772.45941
24362;993;24365;6.6308998E-2;641.42651;1.222222;289.22;641.42651
24363;365;24366;6.5159999E-2;605;1.15;169.16;605
24364;3999;24367;5.9438001E-2;762.20245;1.222222;390.64999;762.20245
24365;3855;24368;5.9865002E-2;751.18127;1.222222;379.38;751.18127
24366;3132;24369;6.0837999E-2;729.2594;1.222222;356.84;729.2594
24367;4723;24370;4.5584999E-2;875.48358;1.222222;323.14999;875.48358
24368;4720;24371;0.047068;870.2403;1.222222;338.14999;870.2403
24369;4426;24372;4.6874002E-2;805.28998;1.2222;307.04001;805.28998
24370;4420;24373;4.9795002E-2;775.29999;0.80000001;334.87;775.29999
24371;4395;24374;0.057565;760;1.4170001;296.54999;760
24372;4373;24375;4.5547999E-2;758.94;1.2222;306.16;758.94
24373;2462;24376;0.053955;640;1.0554;255.14999;640
24374;2518;24377;5.1819999E-2;673;1.0633;268.14999;673
24375;4920;24378;0.031629;1038.2833;1.222222;351.54999;1038.2833
24376;4917;24379;3.3073999E-2;1021.1765;1.222222;355.14999;1021.1765
24377;2456;24380;5.4590002E-2;593.25;1.2652;191.78;593.25
24378;4370;24381;5.7250001E-2;805.45264;1.222222;322.45999;805.45264
24379;3961;24382;0.055273;707.90668;1.222222;223.134;707.90668
24380;2362;24383;0.055613;610.81;1.2222;223.16;610.81
24381;4703;24384;0.046776;861.69775;1.222222;330.64999;861.69775
24382;4700;24385;4.8200998E-2;858.48572;1.222222;335.14999;858.48572
24383;4350;24386;0.048455;795.35999;1.2222;300.92999;795.35999
24384;4343;24387;0.0546;777;1.2336;331.04999;777
24385;4318;24388;5.7541002E-2;748;1.4107;290.76001;748
24386;4294;24389;4.6757001E-2;747.33002;1.2222;300.16;747.33002
24387;2132;24390;5.4715998E-2;621;1.0613;246;621
24388;2175;24391;5.1414002E-2;652.5;1.0488;257.64999;652.5
24389;4900;24392;3.2935999E-2;1017.6238;1.222222;350.14999;1017.6238
24390;4897;24393;3.4460001E-2;1003.1743;1.222222;353.14999;1003.1743
24391;2035;24394;0.05404;566.59998;1.2467999;171.45;566.59998
24392;4289;24395;5.7638999E-2;797.31238;1.222222;311.19;797.31238
24393;3818;24396;5.5679001E-2;694.88525;1.222222;211.864;694.88525
24394;4287;24397;6.0141999E-2;821.2641;1.222222;271.14999;821.2641
24395;1992;24398;5.7774998E-2;574.20001;1.222222;193.85001;574.20001
24396;19914;24399;-12321;-12321;-12321;-12321;-12321
24397;4633;24400;0.049803;826.16455;1.222222;321.85001;826.16455
24398;4630;24401;0.05094;825.2182;1.222222;328.14999;825.2182
24399;4115;24402;0.052885;764.77002;1.2222;290.92999;764.77002
24400;4109;24403;4.9637001E-2;722.53003;0.80000001;317.04001;722.53003
24401;4084;24404;5.6540001E-2;708;1.3604;269.42001;708
24402;4451;24405;5.3619999E-2;767.16949;1.222222;290.754;767.16949
24403;4065;24406;4.9958002E-2;711.40997;1.2222;283.16;711.40997
24404;1004;24407;0.063074;586.15002;1.2222;283.14999;586.15002
24405;4842;24408;3.7156001E-2;963.51025;1.222222;345.45001;963.51025
24406;4839;24409;3.8805999E-2;952.63245;1.222222;349.14999;952.63245
24407;838;24410;5.0756998E-2;464.78;1.1588;107.93;464.78
24408;657;24411;6.8184003E-2;520;1.2505;150;520
24409;658;24412;6.8000004E-2;503;1.2618999;150;503
24410;4058;24413;5.9165001E-2;767.60138;1.222222;277.38;767.60138
24411;2770;24414;5.7534002E-2;647.47083;1.222222;190.14999;647.47083
24412;4056;24415;6.1733998E-2;793.32001;1.2222;251.16;793.32001
24413;671;24416;5.6669999E-2;481.20001;1.1424;167.45;481.20001
24414;3042;24417;5.8169998E-2;667.65082;1.222222;242.07001;667.65082
24415;3038;24418;5.9105001E-2;673.64532;1.222222;224.64999;673.64532
24416;3039;24419;5.9188999E-2;676.36768;1.222222;224.64999;676.36768
24417;5440;24420;5.6434002E-2;808;1.2222;300.16;808
24418;4129;24421;7.5634003E-2;849;1.27;318.14999;849
24419;4518;24422;5.6256998E-2;800;1.2222;295.16;800
24420;4446;24423;5.6446999E-2;792;1.2222;289.16;792
24421;3811;24424;6.0846999E-2;745.97406;1.222222;254.84;745.97406
24422;1973;24425;5.9381999E-2;602.71381;1.222222;172.85001;602.71381
24423;3779;24426;6.5771997E-2;771.45001;1.2222;264.69;771.45001
24424;4940;24427;3.0371999E-2;1059.0901;1.222222;352.95001;1059.0901
24425;4937;24428;3.1759001E-2;1041.8379;1.222222;356.14999;1041.8379
24426;4608;24429;5.0567001E-2;814.11157;1.222222;318.45001;814.11157
24427;4605;24430;5.1635001E-2;815.11035;1.222222;325.14999;815.11035
24428;4013;24431;5.4265998E-2;753.79999;1.2222;279.26001;753.79999
24429;4006;24432;5.5890001E-2;741;1.2455;310.64999;741
24430;3980;24433;0.056297;692;1.3469;260.29999;692
24431;4377;24434;5.3881001E-2;757.98279;1.222222;279.48401;757.98279
24432;3962;24435;5.4981001E-2;689.90002;1.222222;294.01001;689.90002
24433;4823;24436;3.8605001E-2;946.55969;1.222222;343.64999;946.55969
24434;4819;24437;4.0268999E-2;936.7439;1.222222;347.14999;936.7439
24435;4742;24438;4.4272002E-2;887.638;1.222222;325.54999;887.638
24436;4739;24439;0.045846;882.78833;1.222222;340.14999;882.78833
24437;4581;24440;5.1226001E-2;802.72144;1.222222;314.75;802.72144
24438;4578;24441;0.052203;804.4234;1.222222;322.14999;804.4234
24439;3841;24442;0.056536;700;1.2341;288.14999;700
24440;3868;24443;5.5537999E-2;742.13;1.2222;282.04001;742.13
24441;3862;24444;5.3739998E-2;731;1.126;303.75;731
24442;3835;24445;5.5799998E-2;675;1.324;250.08;675
24443;4298;24446;5.4136999E-2;749.33557;1.222222;268.21399;749.33557
24444;3814;24447;0.054612;684.10999;1.2222;268.16;684.10999
24445;4802;24448;4.0059999E-2;930.67908;1.222222;331.85001;930.67908
24446;4799;24449;0.04174;923.10797;1.222222;346.14999;923.10797
24447;13253;24450;-12321;-12321;-12321;-12321;-12321
24448;13260;24451;-12321;-12321;-12321;-12321;-12321
24449;3120;24452;5.7440002E-2;672;1.2158;273.14999;672
24450;3292;24453;5.3454999E-2;704;1.1233;289.04999;704
24451;3114;24454;5.5086002E-2;638;1.2927999;223.99001;638
24452;4143;24455;5.4629002E-2;729.69556;1.222222;245.674;729.69556
24453;4516;24456;5.8811001E-2;846.34265;1.222222;296.14999;846.34265
24454;3094;24457;0.055255;650.98999;1.2222;248.16;650.98999
24455;12436;24458;-12321;-12321;-12321;-12321;-12321
24456;13059;24459;-12321;-12321;-12321;-12321;-12321
24457;12147;24460;-12321;-12321;-12321;-12321;-12321
24458;17592;24461;-12321;-12321;-12321;-12321;-12321
24459;17587;24462;-12321;-12321;-12321;-12321;-12321
24460;17585;24463;-12321;-12321;-12321;-12321;-12321
24461;14373;24464;-12321;-12321;-12321;-12321;-12321
24462;15131;24465;-12321;-12321;-12321;-12321;-12321
24463;14253;24466;-12321;-12321;-12321;-12321;-12321
24464;15832;24467;-12321;-12321;-12321;-12321;-12321
24465;10691;24468;-12321;-12321;-12321;-12321;-12321
24466;8524;24469;-12321;-12321;-12321;-12321;-12321
24467;6372;24470;-12321;-12321;-12321;-12321;-12321
24468;8130;24471;-12321;-12321;-12321;-12321;-12321
24469;16878;24472;-12321;-12321;-12321;-12321;-12321
24470;16061;24473;-12321;-12321;-12321;-12321;-12321
24471;8170;24474;-12321;-12321;-12321;-12321;-12321
24472;7807;24475;-12321;-12321;-12321;-12321;-12321
24473;8712;24476;-12321;-12321;-12321;-12321;-12321
24474;10433;24477;-12321;-12321;-12321;-12321;-12321
24475;7034;24478;-12321;-12321;-12321;-12321;-12321
24476;9288;24479;-12321;-12321;-12321;-12321;-12321
24477;10970;24480;-12321;-12321;-12321;-12321;-12321
24478;9093;24481;-12321;-12321;-12321;-12321;-12321
24479;15394;24482;-12321;-12321;-12321;-12321;-12321
24480;10568;24483;-12321;-12321;-12321;-12321;-12321
24481;12955;24484;-12321;-12321;-12321;-12321;-12321
24482;9472;24485;-12321;-12321;-12321;-12321;-12321
24483;6217;24486;-12321;-12321;-12321;-12321;-12321
24484;16062;24487;-12321;-12321;-12321;-12321;-12321
24485;11725;24488;-12321;-12321;-12321;-12321;-12321
24486;9094;24489;-12321;-12321;-12321;-12321;-12321
24487;6328;24490;-12321;-12321;-12321;-12321;-12321
24488;7397;24491;-12321;-12321;-12321;-12321;-12321
24489;8659;24492;-12321;-12321;-12321;-12321;-12321
24490;7398;24493;-12321;-12321;-12321;-12321;-12321
24491;6084;24494;-12321;-12321;-12321;-12321;-12321
24492;17604;24495;-12321;-12321;-12321;-12321;-12321
24493;5951;24496;-12321;-12321;-12321;-12321;-12321
24494;17431;24497;-12321;-12321;-12321;-12321;-12321
24495;17430;24498;-12321;-12321;-12321;-12321;-12321
24496;17493;24499;-12321;-12321;-12321;-12321;-12321
24497;17765;24500;-12321;-12321;-12321;-12321;-12321
24498;14520;24501;-12321;-12321;-12321;-12321;-12321
24499;6792;24502;-12321;-12321;-12321;-12321;-12321
24500;6831;24503;-12321;-12321;-12321;-12321;-12321
24501;6829;24504;-12321;-12321;-12321;-12321;-12321
24502;17003;24505;-12321;-12321;-12321;-12321;-12321
24503;10593;24506;-12321;-12321;-12321;-12321;-12321
24504;17395;24507;-12321;-12321;-12321;-12321;-12321
24505;17873;24508;-12321;-12321;-12321;-12321;-12321
24506;6830;24509;-12321;-12321;-12321;-12321;-12321
24507;13400;24510;-12321;-12321;-12321;-12321;-12321
24508;7307;24511;-12321;-12321;-12321;-12321;-12321
24509;14530;24512;-12321;-12321;-12321;-12321;-12321
24510;13779;24513;-12321;-12321;-12321;-12321;-12321
24511;11983;24514;-12321;-12321;-12321;-12321;-12321
24512;8315;24515;-12321;-12321;-12321;-12321;-12321
24513;17874;24516;-12321;-12321;-12321;-12321;-12321
24514;7225;24517;-12321;-12321;-12321;-12321;-12321
24515;7265;24518;-12321;-12321;-12321;-12321;-12321
24516;8928;24519;-12321;-12321;-12321;-12321;-12321
24517;17892;24520;-12321;-12321;-12321;-12321;-12321
24518;17809;24521;-12321;-12321;-12321;-12321;-12321
24519;14415;24522;-12321;-12321;-12321;-12321;-12321
24520;15999;24523;-12321;-12321;-12321;-12321;-12321
24521;8624;24524;-12321;-12321;-12321;-12321;-12321
24522;8625;24525;-12321;-12321;-12321;-12321;-12321
24523;8869;24526;-12321;-12321;-12321;-12321;-12321
24524;13065;24527;-12321;-12321;-12321;-12321;-12321
24525;7220;24528;-12321;-12321;-12321;-12321;-12321
24526;7223;24529;-12321;-12321;-12321;-12321;-12321
24527;10857;24530;-12321;-12321;-12321;-12321;-12321
24528;13839;24531;-12321;-12321;-12321;-12321;-12321
24529;16118;24532;-12321;-12321;-12321;-12321;-12321
24530;11395;24533;-12321;-12321;-12321;-12321;-12321
24531;9287;24534;-12321;-12321;-12321;-12321;-12321
24532;10182;24535;-12321;-12321;-12321;-12321;-12321
24533;9675;24536;-12321;-12321;-12321;-12321;-12321
24534;6667;24537;-12321;-12321;-12321;-12321;-12321
24535;7766;24538;-12321;-12321;-12321;-12321;-12321
24536;11865;24539;-12321;-12321;-12321;-12321;-12321
24537;11384;24540;-12321;-12321;-12321;-12321;-12321
24538;14004;24541;-12321;-12321;-12321;-12321;-12321
24539;8946;24542;-12321;-12321;-12321;-12321;-12321
24540;15626;24543;-12321;-12321;-12321;-12321;-12321
24541;12258;24544;-12321;-12321;-12321;-12321;-12321
24542;8912;24545;-12321;-12321;-12321;-12321;-12321
24543;8263;24546;-12321;-12321;-12321;-12321;-12321
24544;7830;24547;-12321;-12321;-12321;-12321;-12321
24545;12876;24548;-12321;-12321;-12321;-12321;-12321
24546;12875;24549;-12321;-12321;-12321;-12321;-12321
24547;7215;24550;-12321;-12321;-12321;-12321;-12321
24548;11097;24551;-12321;-12321;-12321;-12321;-12321
24549;13175;24552;-12321;-12321;-12321;-12321;-12321
24550;11926;24553;-12321;-12321;-12321;-12321;-12321
24551;14372;24554;-12321;-12321;-12321;-12321;-12321
24552;12406;24555;-12321;-12321;-12321;-12321;-12321
24553;14704;24556;-12321;-12321;-12321;-12321;-12321
24554;12057;24557;-12321;-12321;-12321;-12321;-12321
24555;18743;24558;-12321;-12321;-12321;-12321;-12321
24556;11939;24559;-12321;-12321;-12321;-12321;-12321
24557;16551;24560;-12321;-12321;-12321;-12321;-12321
24558;16486;24561;-12321;-12321;-12321;-12321;-12321
24559;14538;24562;-12321;-12321;-12321;-12321;-12321
24560;14511;24563;-12321;-12321;-12321;-12321;-12321
24561;12984;24564;-12321;-12321;-12321;-12321;-12321
24562;10422;24565;-12321;-12321;-12321;-12321;-12321
24563;10389;24566;-12321;-12321;-12321;-12321;-12321
24564;10112;24567;-12321;-12321;-12321;-12321;-12321
24565;6213;24568;-12321;-12321;-12321;-12321;-12321
24566;6239;24569;-12321;-12321;-12321;-12321;-12321
24567;12858;24570;-12321;-12321;-12321;-12321;-12321
24568;15457;24571;-12321;-12321;-12321;-12321;-12321
24569;8267;24572;-12321;-12321;-12321;-12321;-12321
24570;13258;24573;-12321;-12321;-12321;-12321;-12321
24571;14450;24574;-12321;-12321;-12321;-12321;-12321
24572;7271;24575;-12321;-12321;-12321;-12321;-12321
24573;15820;24576;-12321;-12321;-12321;-12321;-12321
24574;13128;24577;-12321;-12321;-12321;-12321;-12321
24575;13441;24578;-12321;-12321;-12321;-12321;-12321
24576;14461;24579;-12321;-12321;-12321;-12321;-12321
24577;16482;24580;-12321;-12321;-12321;-12321;-12321
24578;11183;24581;-12321;-12321;-12321;-12321;-12321
24579;14545;24582;-12321;-12321;-12321;-12321;-12321
24580;16693;24583;-12321;-12321;-12321;-12321;-12321
24581;14506;24584;-12321;-12321;-12321;-12321;-12321
24582;13762;24585;-12321;-12321;-12321;-12321;-12321
24583;7235;24586;-12321;-12321;-12321;-12321;-12321
24584;13102;24587;-12321;-12321;-12321;-12321;-12321
24585;7253;24588;-12321;-12321;-12321;-12321;-12321
24586;6180;24589;7.0785999E-2;715;1.1631401;337.92999;715
24587;10831;24590;-12321;-12321;-12321;-12321;-12321
24588;16047;24591;-12321;-12321;-12321;-12321;-12321
24589;15455;24592;-12321;-12321;-12321;-12321;-12321
24590;16709;24593;-12321;-12321;-12321;-12321;-12321
24591;8633;24594;-12321;-12321;-12321;-12321;-12321
24592;6867;24595;0.068255;654.79999;1.12902;252.01692;654.79999
24593;7260;24596;-12321;-12321;-12321;-12321;-12321
24594;10680;24597;-12321;-12321;-12321;-12321;-12321
24595;16790;24598;-12321;-12321;-12321;-12321;-12321
24596;9744;24599;-12321;-12321;-12321;-12321;-12321
24597;10154;24600;-12321;-12321;-12321;-12321;-12321
24598;7249;24601;-12321;-12321;-12321;-12321;-12321
24599;14554;24602;-12321;-12321;-12321;-12321;-12321
24600;14416;24603;-12321;-12321;-12321;-12321;-12321
24601;16710;24604;-12321;-12321;-12321;-12321;-12321
24602;16785;24605;-12321;-12321;-12321;-12321;-12321
24603;16524;24606;-12321;-12321;-12321;-12321;-12321
24604;14546;24607;-12321;-12321;-12321;-12321;-12321
24605;12099;24608;-12321;-12321;-12321;-12321;-12321
24606;17135;24609;-12321;-12321;-12321;-12321;-12321
24607;6145;24610;-12321;-12321;-12321;-12321;-12321
24608;6814;24611;4.9736999E-2;584;1.466873;278.89999;584
24609;8761;24612;-12321;-12321;-12321;-12321;-12321
24610;7878;24613;-12321;-12321;-12321;-12321;-12321
24611;7013;24614;-12321;-12321;-12321;-12321;-12321
24612;12323;24615;-12321;-12321;-12321;-12321;-12321
24613;18858;24616;-12321;-12321;-12321;-12321;-12321
24614;18857;24617;-12321;-12321;-12321;-12321;-12321
24615;18854;24618;-12321;-12321;-12321;-12321;-12321
24616;18855;24619;-12321;-12321;-12321;-12321;-12321
24617;8974;24620;-12321;-12321;-12321;-12321;-12321
24618;6275;24621;-12321;-12321;-12321;-12321;-12321
24619;11545;24622;-12321;-12321;-12321;-12321;-12321
24620;7325;24623;-12321;-12321;-12321;-12321;-12321
24621;10796;24624;-12321;-12321;-12321;-12321;-12321
24622;10449;24625;-12321;-12321;-12321;-12321;-12321
24623;19476;24626;-12321;-12321;-12321;-12321;-12321
24624;19478;24627;-12321;-12321;-12321;-12321;-12321
24625;19477;24628;-12321;-12321;-12321;-12321;-12321
24626;19479;24629;-12321;-12321;-12321;-12321;-12321
24627;12196;24630;-12321;-12321;-12321;-12321;-12321
24628;18830;24631;-12321;-12321;-12321;-12321;-12321
