ID;PROP_ID;COMP_ID;LiquidThermalConductivityA;LiquidThermalConductivityB;LiquidThermalConductivityC;LiquidThermalConductivityTmin;LiquidThermalConductivityTmax
29611;1273;29614;0.18719999;-0.000115;0;184;504
29612;1791;29615;0.15710001;-5.6000001E-5;0;313;587
29613;1310;29616;0.1645;-6.2999999E-5;0;305;553
29614;5777;29617;-12321;-12321;-12321;-12321;-12321
29615;15543;29618;0.209503;-2.9600001E-4;0;221;640
29616;14709;29619;0.222974;2.4000001E-5;0;418;698
29617;18014;29620;-12321;-12321;-12321;-12321;-12321
29618;18013;29621;-12321;-12321;-12321;-12321;-12321
29619;14054;29622;0.109491;-2.9000001E-5;0;221.25;650
29620;11735;29623;0.172251;-0.000043;0;200;570
29621;17013;29624;0.149757;-0.000032;0;200;540
29622;15619;29625;0.162101;-0.000042;0;200;600
29623;6759;29626;-12321;-12321;-12321;-12321;-12321
29624;13743;29627;-12321;-12321;-12321;-12321;-12321
29625;12946;29628;0.15457299;-0.000027;0;200;530
29626;15573;29629;0.11378;-0.000033;0;220.75;594.25
29627;15071;29630;0.215938;-3.0799999E-4;0;200;620
29628;11932;29631;0.144591;-0.000033;0;200;520
29629;15088;29632;0.210455;-2.9600001E-4;0;200;610
29630;12413;29633;0.20402899;-2.8099999E-4;0;200;600
29631;16421;29634;0.14090601;-0.000042;0;220.25;584.75
29632;5763;29635;0.152945;9.6999996E-5;-0.000001;216.25;450
29633;17420;29636;0.210214;-5.9999998E-5;0;200;600
29634;19215;29637;0.201148;-2.3799999E-4;0;200;640
29635;16371;29638;0.10498;-0.000012;0;220;560
29636;16341;29639;0.119672;-0.000027;0;200;550
29637;16055;29640;0.157308;-3.7999998E-5;0;200;590
29638;15527;29641;0.153221;-3.7999998E-5;0;200;570
29639;13299;29642;0.172251;-0.000043;0;200;570
29640;12455;29643;0.168735;-4.0999999E-5;0;200;550
29641;15785;29644;0.118169;-0.000022;0;200;520
29642;10855;29645;-1.653809;0.77893901;849;224;760
29643;19314;29646;0.15753999;-0.000042;0;200;610
29644;15695;29647;0.13543101;-0.000016;0;260;640
29645;16863;29648;0.220293;-2.6500001E-4;0;320;660
29646;18635;29649;0.15830401;-2.1899999E-4;0;200;620
29647;11092;29650;0.20055;-2.8099999E-4;0;200;610
29648;15909;29651;0.15339901;-3.8999999E-5;0;200;600
29649;17418;29652;0.21878199;-2.8599999E-4;0;200;580
29650;18632;29653;0.177918;-2.5000001E-4;0;200;620
29651;12626;29654;0.152548;-4.0999999E-5;0;200;580
29652;15422;29655;0.224641;-3.3400001E-4;0;221.5;608.5
29653;15420;29656;0.187447;-2.6199999E-4;0;200;590
29654;15421;29657;0.193542;-0.000271;0;200;620
29655;17096;29658;0.16044401;-3.7999998E-5;0;200;580
29656;12637;29659;0.142176;-2.9000001E-5;0;200;570
29657;17699;29660;0.12892701;-2.9999999E-5;0;200;570
29658;17514;29661;0.125971;-1.9999999E-5;0;200;540
29659;15445;29662;0.140405;-3.9999999E-5;0;200;590
29660;8450;29663;0.154157;-3.7000002E-5;0;200;540
29661;10852;29664;-12321;-12321;-12321;-12321;-12321
29662;7871;29665;0.174629;-0.000208;0;290;580
29663;11771;29666;0.17038;-4.8000002E-5;0;200;660
29664;15009;29667;0.171588;-4.8000002E-5;0;200;680
29665;12136;29668;0.164158;-1.9999999E-5;0;345.75;654.75
29666;9876;29669;0.138807;-0.000032;0;200;520
29667;14171;29670;0.169158;-0.000043;0;200;590
29668;12161;29671;0.16348299;-0.000017;0;335.5;710
29669;14584;29672;0.168688;-4.7000001E-5;0;200;580
29670;12160;29673;0.16947401;-4.7000001E-5;0;200;650
29671;11388;29674;0.172014;-4.8999998E-5;0;200;610
29672;10821;29675;0.146667;-0.000013;0;200;490
29673;10608;29676;0.142316;-3.8999999E-5;0;200;600
29674;15016;29677;0.163765;-0.000017;0;335.25;700
29675;16852;29678;0.167937;-2.9999999E-5;0;200;520
29676;13283;29679;0.199458;9.0000003E-6;0;340;710
29677;9614;29680;0.167077;-4.7000001E-5;0;200;580
29678;9705;29681;0.199935;-3.7000002E-5;0;200;530
29679;15025;29682;0.17295;-0.000054;0;222.25;667.25
29680;19059;29683;0.148793;-2.4999999E-5;0;200;520
29681;6892;29684;0.11664;-0.000026;0;200;570
29682;14428;29685;0.17284;-0.000054;0;200;680
29683;11707;29686;0.14667501;-4.0999999E-5;0;200;590
29684;11950;29687;0.171147;-4.8000002E-5;0;200;670
29685;16089;29688;0.239842;-2.6599999E-4;0;357.25;760
29686;13045;29689;-1.517074;0.76581198;850;224;760
29687;14976;29690;0.26845101;-3.1800001E-4;0;378.75;800
29688;14985;29691;-1.516655;0.78285301;890;275;725
29689;12216;29692;-1.4322619;0.72180098;848;224;704
29690;19075;29693;0.006453;-0.000001;0;200;580
29691;10952;29694;0.20507;-0.000012;0;346.25;730
29692;3896;29695;0.1418;-4.0999999E-5;0;318;738
29693;19448;29696;-1.4731801;0.77216399;858;224.25;770
29694;14447;29697;-1.62588;0.781883;852;224;760
29695;18928;29698;-12321;-12321;-12321;-12321;-12321
29696;11178;29699;-1.384218;0.78682399;814;223.25;688.25
29697;16221;29700;-1.428462;0.78466499;832;223.5;693.5
29698;15313;29701;-1.768087;0.786596;890;225;775
29699;14420;29702;-12321;-12321;-12321;-12321;-12321
29700;2980;29703;0.1627;-0.000043;0;283;571
29701;3254;29704;0.1631;-7.1000002E-5;0;216;572
29702;3588;29705;0.1584;-6.2999999E-5;0;227;583
29703;16636;29706;0.124603;-0.000026;0;200;560
29704;16635;29707;0.124391;-2.4999999E-5;0;200;560
29705;14713;29708;0.110711;-0.000032;0;221;640
29706;3589;29709;0.1583;-6.2999999E-5;0;227;575
29707;2578;29710;0.1718;-4.9999999E-5;0;269;555
29708;2246;29711;0.1787;-5.9999998E-5;0;258;537
29709;2117;29712;0.18189999;-0.000105;0;195;490
29710;2254;29713;0.1675;-0.000021;0;330;522
29711;3671;29714;0.155;-0.000054;0;259;593
29712;2598;29715;0.16140001;-1.9999999E-5;0;327;528
29713;3672;29716;0.1584;-6.2999999E-5;0;227;585
29714;2123;29717;0.18189999;-0.000104;0;193;503
29715;2124;29718;0.18189999;-0.000104;0;193;503
29716;2852;29719;0.16429999;-6.7000001E-5;0;249;551
29717;3473;29720;0.1582;-5.8000001E-5;0;242;578
29718;3191;29721;0.1629;-6.7000001E-5;0;231;562
29719;16355;29722;0.102077;-0.000022;0;200;590
29720;10338;29723;0.16012301;-2.9999999E-5;0;200;550
29721;7330;29724;0.128904;-1.8000001E-5;0;200;500
29722;17036;29725;0.14126;-0.000032;0;200;550
29723;14342;29726;0.15827;-3.7999998E-5;0;200;620
29724;2981;29727;0.16240001;-0.000042;0;283;562
29725;3590;29728;0.1583;-6.2999999E-5;0;227;578
29726;13092;29729;0.126674;-0.000027;0;200;540
29727;16634;29730;0.126413;-0.000026;0;200;540
29728;16633;29731;0.126341;-0.000026;0;200;540
29729;3591;29732;0.1617;-7.2000003E-5;0;195;577
29730;16627;29733;-12321;-12321;-12321;-12321;-12321
29731;9239;29734;0.20422301;0.000001;0;350;760
29732;19034;29735;-1.343311;0.790461;925;225.75;792.25
29733;3673;29736;0.1584;-6.2999999E-5;0;227;585
29734;3674;29737;0.1585;-6.2999999E-5;0;227;589
29735;2853;29738;0.16680001;-6.6000001E-5;0;249;543
29736;3474;29739;0.1617;-6.7000001E-5;0;210;574
29737;3192;29740;0.1665;-7.5999997E-5;0;198;558
29738;2344;29741;0.155;-1.8999999E-5;0;411;691
29739;14298;29742;6.7446001E-2;-0.000017;0;200;700
29740;13752;29743;-12321;-12321;-12321;-12321;-12321
29741;7672;29744;-12321;-12321;-12321;-12321;-12321
29742;13747;29745;-12321;-12321;-12321;-12321;-12321
29743;7389;29746;-12321;-12321;-12321;-12321;-12321
29744;6327;29747;0.17344999;4.7000001E-5;0;450;760
29745;15897;29748;0.130936;-2.9000001E-5;0;200;540
29746;15584;29749;0.176817;-0.000252;0;200;600
29747;8277;29750;0.15345301;-4.0999999E-5;0;200;690
29748;3475;29751;0.16159999;-6.8000001E-5;0;210;570
29749;3193;29752;0.1664;-7.6999997E-5;0;198;555
29750;5799;29753;-12321;-12321;-12321;-12321;-12321
29751;3476;29754;0.1617;-6.7000001E-5;0;210;574
29752;11809;29755;0.20786101;-2.8599999E-4;0;200;620
29753;11807;29756;0.19297899;-0.000267;0;200;600
29754;11806;29757;0.13796499;-0.000193;0;200;610
29755;11808;29758;0.19141699;-0.000271;0;200;600
29756;6346;29759;0.195951;-6.0000002E-6;0;320;680
29757;385;29760;0.1661;-8.1999999E-5;0;242;519
29758;1100;29761;0.1451;-0.000032;0;375;730
29759;1560;29762;0.1355;-3.4000001E-5;0;346;663
29760;3205;29763;0.1663;-7.2000003E-5;0;213;553
29761;2856;29764;0.16590001;-6.6000001E-5;0;249;549
29762;3500;29765;0.16150001;-6.1999999E-5;0;225;569
29763;2731;29766;0.15549999;-0.000033;0;356;711
29764;2357;29767;0.164;-8.0999998E-5;0;137;674
29765;1883;29768;0.1823;-2.9999999E-5;0;307;607
29766;2205;29769;0.183;-6.6000001E-5;0;240;543
29767;2073;29770;0.186;-0.00011;0;178;493
29768;1834;29771;0.19140001;-7.7999997E-5;0;229;531
29769;1722;29772;0.1953;-0.00013;0;166;458
29770;1669;29773;0.18960001;-0.00011;0;215;469
29771;2744;29774;0.1557;-3.6000001E-5;0;340;663
29772;2216;29775;0.1832;-7.4000003E-5;0;225;533
29773;1840;29776;0.19140001;-0.000086;0;214;518
29774;1749;29777;0.1832;-9.1000002E-5;0;218;517
29775;1503;29778;0.17749999;-9.8999997E-5;0;191;528
29776;3724;29779;0.1552;-0.000053;0;259;600
29777;3224;29780;0.163;-6.6000001E-5;0;231;568
29778;3530;29781;0.1582;-5.8000001E-5;0;242;578
29779;2227;29782;0.1778;-5.9999998E-5;0;258;511
29780;2984;29783;0.16670001;-0.000055;0;249;541
29781;3225;29784;0.1629;-6.7000001E-5;0;231;562
29782;3531;29785;0.1582;-5.8000001E-5;0;242;579
29783;3619;29786;0.1584;-6.2999999E-5;0;227;583
29784;2939;29787;0.1649;-3.8999999E-5;0;280;546
29785;3606;29788;0.15809999;-5.8000001E-5;0;242;575
29786;3226;29789;0.1665;-7.5999997E-5;0;198;559
29787;3532;29790;0.1617;-6.8000001E-5;0;210;572
29788;2745;29791;0.15180001;-0.000022;0;381;663
29789;3533;29792;0.1617;-6.8000001E-5;0;210;572
29790;2746;29793;0.15440001;-0.000031;0;354;663
29791;2085;29794;0.1859;-0.00011;0;175;500
29792;1727;29795;0.19329999;-0.000118;0;190;472
29793;2104;29796;0.18619999;-0.000108;0;176;508
29794;2086;29797;0.1859;-0.00011;0;175;500
29795;1728;29798;0.19419999;-0.000121;0;179;475
29796;2105;29799;0.18619999;-0.000108;0;176;508
29797;3902;29800;0.1417;-3.7000002E-5;0;333;731
29798;3412;29801;0.16159999;-6.1999999E-5;0;225;577
29799;1138;29802;0.1908;-0.000114;0;207;465
29800;2495;29803;0.17649999;-9.0000001E-5;0;200;522
29801;2169;29804;0.19419999;-0.000149;0;30;499
29802;3149;29805;0.1665;-7.1000002E-5;0;213;560
29803;2823;29806;0.16680001;-6.6000001E-5;0;249;544
29804;1622;29807;0.1781;-6.7000001E-5;0;292;614
29805;3022;29808;0.1565;-0.000016;0;377;696
29806;2666;29809;0.1674;-0.000065;0;262;609
29807;1274;29810;0.1894;-0.000113;0;184;511
29808;1147;29811;0.17290001;-7.4000003E-5;0;271;570
29809;1959;29812;0.1603;-5.9999998E-5;0;278;661
29810;1576;29813;0.14659999;-0.000026;0;362;772
29811;1451;29814;0.19509999;-4.5000001E-5;0;279;583
29812;1950;29815;0.1662;-3.4000001E-5;0;368;660
29813;17214;29816;0.120665;-3.5000001E-5;0;221;640
29814;8613;29817;-12321;-12321;-12321;-12321;-12321
29815;11117;29818;0.114021;-0.000026;0;200;590
29816;15932;29819;9.1222003E-2;-2.4000001E-5;0;200;610
29817;15673;29820;0.103559;-0.000027;0;200;600
29818;19471;29821;-1.473325;0.77100098;859;224.25;770
29819;15358;29822;-1.626068;0.78130102;852;224;760
29820;14524;29823;0.110116;-2.9999999E-5;0;200;590
29821;9604;29824;0.119439;-2.9000001E-5;0;200;700
29822;13875;29825;0.100067;-0.000013;0;270;680
29823;18929;29826;-12321;-12321;-12321;-12321;-12321
29824;5678;29827;-12321;-12321;-12321;-12321;-12321
29825;16618;29828;-12321;-12321;-12321;-12321;-12321
29826;5995;29829;-12321;-12321;-12321;-12321;-12321
29827;5994;29830;-12321;-12321;-12321;-12321;-12321
29828;13658;29831;-12321;-12321;-12321;-12321;-12321
29829;12481;29832;-1.697932;0.79694802;869;273.5;714.5
29830;14958;29833;-1.604961;0.79749602;811;223;683
29831;10302;29834;-1.372975;0.77797401;828;200;740
29832;17464;29835;0.114715;-2.9000001E-5;0;200;650
29833;17465;29836;0.14511301;-0.000028;0;200;540
29834;10825;29837;0.208497;-0.000287;0;300;600
29835;8004;29838;0.137044;-0.000032;0;200;540
29836;9502;29839;-12321;-12321;-12321;-12321;-12321
29837;6926;29840;0.162065;-0.000008;0;280;660
29838;8892;29841;0.17684799;-0.000031;0;210;580
29839;10049;29842;0.187612;-0.000043;0;200;540
29840;18459;29843;0.19243599;-5.1999999E-5;0;200;680
29841;8641;29844;-1.476248;0.77134299;806;200;720
29842;6927;29845;0.16487201;-0.000017;0;270;650
29843;6263;29846;0.17163301;-2.4999999E-5;0;200;500
29844;6082;29847;0.200597;-3.9999999E-5;0;200;570
29845;17682;29848;0.1883;-0.000055;0;200;690
29846;10251;29849;0.15539899;-0.000016;0;310;750
29847;12334;29850;0.206688;-6.0000002E-6;0;390;786.5
29848;19324;29851;-1.318169;0.76862001;859;224.25;770
29849;9494;29852;-1.088751;0.50882101;931;200;830
29850;15757;29853;0.088551;4.9999999E-6;0;400;800
29851;16039;29854;0.230353;-6.2999999E-5;0;200;700
29852;10292;29855;0.172323;-4.5000001E-5;0;200;670
29853;11365;29856;0.13632999;-2.4000001E-5;0;200;490
29854;12103;29857;0.167035;-3.5000001E-5;0;200;570
29855;10951;29858;0.149314;-2.9000001E-5;0;200;510
29856;7959;29859;0.210636;-4.7000001E-5;0;200;550
29857;18665;29860;0.207;-2.5400001E-4;0;200;640
29858;11934;29861;0.175304;-4.5000001E-5;0;200;550
29859;9084;29862;0.14032701;-0.000021;0;200;510
29860;10859;29863;0.17598601;-0.000042;0;200;590
29861;12346;29864;0.137604;-0.000011;0;200;480
29862;8398;29865;0.19823;-2.3600001E-4;0;330;650
29863;14614;29866;0.211053;-2.6900001E-4;0;200;660
29864;7738;29867;0.16331001;-3.4000001E-5;0;200;540
29865;16080;29868;0.14864901;-0.000042;0;200;650
29866;15459;29869;0.19787399;-0.000279;0;200;590
29867;14599;29870;0.218926;-0.000268;0;200;680
29868;14701;29871;0.215679;-0.00026;0;200;680
29869;9747;29872;0.167529;-0.000022;0;270;650
29870;5990;29873;0.181934;0.000017;0;330;660
29871;7500;29874;0.134454;7.4000003E-5;0;440;680
29872;12217;29875;0.147723;9.9999997E-6;0;350;690
29873;10483;29876;0.18183801;-0.000216;0;200;590
29874;9452;29877;0.15086;-0.000027;0;200;530
29875;12516;29878;0.169762;5.6000001E-5;0;410;680
29876;11909;29879;0.175253;-3.9999999E-5;0;200;530
29877;9236;29880;0.15724701;0.000017;0;360;670
29878;7190;29881;0.247135;-0.000244;0;410;750
29879;10510;29882;0.15938599;2.4000001E-5;0;396.5;661.5
29880;10060;29883;0.156748;-0.000015;0;200;490
29881;13936;29884;0.222588;-2.8499999E-4;0;200;590
29882;12185;29885;0.215627;-0.000252;0;300;620
29883;12186;29886;0.21704599;-2.5700001E-4;0;200;620
29884;11740;29887;0.40241301;-5.4799998E-4;0;200;510
29885;12705;29888;0.17592999;-0.000195;0;520.75;705.25
29886;14981;29889;-1.590485;0.88116002;815;455.75;548.75
29887;2579;29890;0.1719;-4.9999999E-5;0;269;558
29888;2954;29891;0.16150001;-3.4000001E-5;0;298;559
29889;2599;29892;0.16680001;-0.000043;0;286;528
29890;3477;29893;0.15790001;-5.8000001E-5;0;242;566
29891;3194;29894;0.1626;-6.8000001E-5;0;231;547
29892;9970;29895;0.133898;-0.000027;0;200;530
29893;13093;29896;0.13271999;-2.9999999E-5;0;200;550
29894;16638;29897;0.13270199;-2.9999999E-5;0;200;550
29895;12510;29898;0.165892;-3.7000002E-5;0;200;560
29896;12475;29899;0.13078301;-2.3000001E-5;0;200;520
29897;17770;29900;0.131873;-0.000027;0;200;560
29898;16637;29901;0.131146;-2.9000001E-5;0;200;550
29899;8137;29902;0.142566;-0.000033;0;190;530
29900;3478;29903;0.16159999;-6.8000001E-5;0;210;570
29901;10725;29904;-12321;-12321;-12321;-12321;-12321
29902;15838;29905;0.12641101;-2.9999999E-5;0;200;590
29903;10491;29906;0.26021701;-7.3000003E-5;0;200;580
29904;10023;29907;0.233955;-5.7000001E-5;0;200;550
29905;3479;29908;0.16159999;-6.8000001E-5;0;210;568
29906;16248;29909;0.144731;-3.7000002E-5;0;200;590
29907;3206;29910;0.1663;-7.2000003E-5;0;213;551
29908;3501;29911;0.16140001;-6.2999999E-5;0;225;567
29909;2732;29912;0.1522;-2.4000001E-5;0;379;673
29910;2358;29913;0.164;-8.0999998E-5;0;137;674
29911;2206;29914;0.1831;-6.6000001E-5;0;240;546
29912;2074;29915;0.1858;-0.000112;0;178;481
29913;2747;29916;0.15260001;-2.4000001E-5;0;383;691
29914;2217;29917;0.18279999;-7.4000003E-5;0;225;518
29915;3227;29918;0.1629;-6.7000001E-5;0;231;561
29916;3534;29919;0.15809999;-5.8000001E-5;0;242;573
29917;2562;29920;0.17120001;-4.8999998E-5;0;269;536
29918;2228;29921;0.1778;-5.9999998E-5;0;258;511
29919;2929;29922;0.16500001;-3.8999999E-5;0;280;549
29920;3228;29923;0.1665;-7.5999997E-5;0;198;558
29921;3535;29924;0.16159999;-6.8000001E-5;0;210;570
29922;2748;29925;0.1515;-1.9999999E-5;0;394;687
29923;2569;29926;0.1761;-6.2999999E-5;0;237;546
29924;3620;29927;0.1617;-7.3000003E-5;0;195;570
29925;3607;29928;0.16159999;-6.8000001E-5;0;210;569
29926;3536;29929;0.15790001;-5.8000001E-5;0;242;564
29927;3537;29930;0.16159999;-6.8000001E-5;0;210;570
29928;2087;29931;0.1858;-0.000111;0;175;494
29929;2088;29932;0.1858;-0.000111;0;175;494
29930;3413;29933;0.16150001;-6.1999999E-5;0;225;571
29931;2496;29934;0.177;-9.1000002E-5;0;200;513
29932;3150;29935;0.1663;-7.2000003E-5;0;213;553
29933;2824;29936;0.1672;-0.000065;0;249;536
29934;1623;29937;0.1785;-0.000065;0;297;597
29935;2669;29938;0.1674;-0.000065;0;262;609
29936;1960;29939;0.1603;-5.9999998E-5;0;278;661
29937;1577;29940;0.1426;-0.000017;0;396;744
29938;1951;29941;0.167;-0.000032;0;367;646
29939;12511;29942;0.16532999;-1.7499999E-4;0;200;670
29940;15938;29943;4.9896002E-2;0.000008;0;410;740
29941;15937;29944;6.5352999E-2;9.0000003E-6;0;390;720
29942;12175;29945;0.084996;-2.3000001E-5;0;200;672.5
29943;8391;29946;0.16041701;-0.000205;0;200;670
29944;8743;29947;0.14082401;-0.000112;0;470;910
29945;19114;29948;-1.4731801;0.77216399;858;224.25;770
29946;12271;29949;-12321;-12321;-12321;-12321;-12321
29947;5676;29950;-12321;-12321;-12321;-12321;-12321
29948;11305;29951;-12321;-12321;-12321;-12321;-12321
29949;7498;29952;-12321;-12321;-12321;-12321;-12321
29950;7278;29953;-12321;-12321;-12321;-12321;-12321
29951;9276;29954;-12321;-12321;-12321;-12321;-12321
29952;14400;29955;-12321;-12321;-12321;-12321;-12321
29953;11144;29956;0.210584;-2.8800001E-4;0;200;600
29954;15793;29957;9.7595997E-2;-0.000027;0;221.75;670
29955;14957;29958;0.097617;-0.000028;0;222.25;667.25
29956;14928;29959;0.110949;-0.000032;0;221.25;650
29957;14714;29960;0.117679;-0.000031;0;221.25;650
29958;15453;29961;0.20552;-2.8899999E-4;0;200;600
29959;15355;29962;0.15538099;-0.000032;0;200;570
29960;8742;29963;7.9223998E-2;-5.6000001E-5;0;490;990
29961;8385;29964;-1.450678;0.78559899;820;200;730
29962;6959;29965;0.22035;-0.000227;0;200;700
29963;14453;29966;0.134986;-2.9000001E-5;0;200;530
29964;14885;29967;0.207;-2.5400001E-4;0;200;640
29965;14963;29968;0.14435101;-0.000031;0;200;520
29966;8353;29969;0.174812;-0.000044;0;200;620
29967;14573;29970;0.15392999;0.000065;0;340;570
29968;11931;29971;0.177894;-4.0999999E-5;0;200;540
29969;8604;29972;0.18092901;-2.3400001E-4;0;200;570
29970;8345;29973;-12321;-12321;-12321;-12321;-12321
29971;17063;29974;0.136392;-2.9999999E-5;0;200;580
29972;15069;29975;0.20144001;-2.8499999E-4;0;200;610
29973;15837;29976;0.133717;-0.000032;0;200;580
29974;15084;29977;0.19787399;-0.000279;0;200;590
29975;15841;29978;0.146146;-3.9999999E-5;0;221.5;660
29976;15094;29979;0.204739;-0.00029;0;200;620
29977;13775;29980;0.212396;-2.9500001E-4;0;200;590
29978;10507;29981;0.17320301;-4.7000001E-5;0;200;640
29979;6949;29982;0.16674;-4.5000001E-5;0;200;680
29980;16298;29983;0.160374;-0.000004;0;320;680
29981;16297;29984;0.164459;3.8999999E-5;0;430;720
29982;11649;29985;0.21746799;-0.000021;0;300;690
29983;9157;29986;0.17310099;-3.6000001E-5;0;200;600
29984;7964;29987;0.150515;-2.4999999E-5;0;200;530
29985;15096;29988;0.15576699;-4.9999999E-5;0;190;600
29986;14744;29989;0.17819899;-4.9999999E-5;0;200;680
29987;15571;29990;0.16864499;-4.7000001E-5;0;200;590
29988;14210;29991;0.175229;-4.8000002E-5;0;200;580
29989;13857;29992;0.17216299;-0.000042;0;200;620
29990;15648;29993;0.162563;-0.000031;0;200;540
29991;17814;29994;0.179922;-0.000055;0;222.5;672.5
29992;5727;29995;-12321;-12321;-12321;-12321;-12321
29993;11428;29996;0.180012;-0.000055;0;222.25;667.25
29994;12022;29997;0.17983501;-5.6000001E-5;0;200;680
29995;14726;29998;0.177927;-4.8999998E-5;0;200;670
29996;6039;29999;-1.412367;0.79318202;867;200;780
29997;16498;30000;-1.437091;0.79368103;1125;340;1010
29998;7230;30001;0.24766999;-2.4600001E-4;0;400;750
29999;10961;30002;0.22320101;-5.6000001E-5;0;200;580
30000;8071;30003;0.196459;-2.5099999E-4;0;200;550
30001;12942;30004;0.211888;-4.7000001E-5;0;200;550
30002;12351;30005;0.17173401;-3.6000001E-5;0;200;520
30003;11572;30006;0.171405;-4.0999999E-5;0;200;580
30004;3480;30007;0.15790001;-5.8000001E-5;0;242;564
30005;15521;30008;0.179242;-2.5099999E-4;0;200;620
30006;16660;30009;0.15013599;-3.7000002E-5;0;200;590
30007;14475;30010;0.61775202;-0.001178;0.000001;266;618
30008;9981;30011;0.27373901;-0.000087;0;221;599
30009;9358;30012;0.208446;-7.5999997E-5;0;300.29999;770
30010;8818;30013;0.62137097;-0.001195;0.000001;221.75;613.25
30011;11907;30014;0.57689798;-0.001098;0.000001;266;618
30012;12574;30015;0.58031499;-0.001114;0.000001;221.75;613.25
30013;13805;30016;0.37493899;-5.6499999E-4;0;221.5;608.5
30014;8587;30017;0.36174199;-5.3299998E-4;0;221.5;660
30015;13113;30018;0.389974;-6.0099998E-4;0;221.75;613.25
30016;7851;30019;0.25032499;-7.1000002E-5;0;200;630
30017;10187;30020;0.20674799;-7.2000003E-5;0;270;699.25
30018;12268;30021;0.32730299;-4.4199999E-4;0;200;650
30019;19553;30022;-1.316246;0.786569;910;225.25;780.75
30020;10451;30023;-12321;-12321;-12321;-12321;-12321
30021;3502;30024;0.16159999;-6.1999999E-5;0;225;573
30022;3538;30025;0.15809999;-5.8000001E-5;0;242;577
30023;2563;30026;0.1696;-5.0999999E-5;0;269;536
30024;2930;30027;0.1699;-5.9000002E-5;0;236;548
30025;3539;30028;0.16159999;-6.8000001E-5;0;210;569
30026;2940;30029;0.16949999;-0.000053;0;248;544
30027;3414;30030;0.16150001;-6.1999999E-5;0;225;572
30028;3151;30031;0.1664;-7.1000002E-5;0;213;556
30029;2825;30032;0.1673;-0.000065;0;249;538
30030;3023;30033;0.1506;-0.000032;0;360;710
30031;16147;30034;0.12439;-0.000032;0;220.25;584.75
30032;18667;30035;0.33888099;7.5999997E-5;0;555.75;910
30033;14375;30036;-12321;-12321;-12321;-12321;-12321
30034;14336;30037;-12321;-12321;-12321;-12321;-12321
30035;15872;30038;0.14926399;-3.5000001E-5;0;200;580
30036;8952;30039;0.224711;-2.9299999E-4;0;360;650
30037;6389;30040;-12321;-12321;-12321;-12321;-12321
30038;17147;30041;0.12723801;-0.000032;0;200;560
30039;16330;30042;0.14890499;-0.000026;0;200;510
30040;15184;30043;0.153413;-3.4000001E-5;0;200;530
30041;10452;30044;0.22034401;3.3800001E-4;-0.000001;560;750
30042;14080;30045;0.162044;-4.0999999E-5;0;200;680
30043;13993;30046;-12321;-12321;-12321;-12321;-12321
30044;13938;30047;0.142501;-2.4000001E-5;0;200;520
30045;19726;30048;0.155911;-0.000033;0;200;570
30046;9635;30049;0.31237;2.4999999E-5;0;570;1021
30047;6299;30050;0.27579299;-3.7299999E-4;0;200;630
30048;10062;30051;0.234404;-2.9200001E-4;0;200;650
30049;9510;30052;0.22660001;-0.000064;0;200;590
30050;12313;30053;0.228714;-2.8199999E-4;0;200;640
30051;15144;30054;-2.093389;1.319717;789;268.25;313.75
30052;15143;30055;-2.106122;1.375829;800;268.25;313.75
30053;13842;30056;0.196251;-0.000218;0;200;574
30054;12634;30057;0.29233101;-6.9399999E-4;0;222.25;400.25
30055;15147;30058;0.227762;-3.3099999E-4;0;267.5;627.5
30056;17379;30059;-1.4483;0.80991203;812;223.25;688.25
30057;14965;30060;0.237689;-0.000348;0;222.25;622.75
30058;17906;30061;-12321;-12321;-12321;-12321;-12321
30059;9719;30062;0.15317699;-3.7000002E-5;0;200;580
30060;15501;30063;0.184282;-2.6100001E-4;0;200;600
30061;17732;30064;0.15732899;-4.6000001E-5;0;200;620
30062;15075;30065;0.206037;-2.7799999E-4;0;200;630
30063;2915;30066;0.16949999;-4.6000001E-5;0;263;569
30064;2923;30067;0.17020001;-0.000053;0;248;571
30065;2931;30068;0.1652;-3.9999999E-5;0;280;553
30066;3415;30069;0.16159999;-6.1999999E-5;0;225;573
30067;3152;30070;0.1664;-7.1000002E-5;0;213;558
30068;3024;30071;0.1488;-0.000027;0;382;712
30069;8449;30072;0.145621;-0.000205;0;200;590
30070;17826;30073;-1.583637;0.81797099;794;222.75;677.75
30071;11330;30074;0.149675;-0.000033;0;200;560
30072;14994;30075;0.22615699;-2.8499999E-4;0;200;670
30073;13393;30076;0.233683;-0.000291;0;200;680
30074;6207;30077;0.226006;-2.8599999E-4;0;200;670
30075;10243;30078;0.151867;-3.5000001E-5;0;200;520
30076;8654;30079;0.143776;-0.000202;0;200;590
30077;17743;30080;0.142717;-4.8000002E-5;0;220.75;594.25
30078;17930;30081;0.154779;-0.000054;0;220.75;594.25
30079;17747;30082;-1.673695;0.78754801;802;223;683
30080;13710;30083;0.155834;-3.8999999E-5;0;200;550
30081;13203;30084;0.23993701;-3.6100001E-4;0;200;620
30082;10365;30085;0.183725;-4.6000001E-5;0;200;600
30083;15892;30086;0.14650001;-3.5000001E-5;0;200;550
30084;10244;30087;0.1811;-4.8999998E-5;0;200;580
30085;16455;30088;0.17992701;-4.7000001E-5;0;200;590
30086;6173;30089;0.215243;-0.000287;0;200;600
30087;6174;30090;0.181016;-4.7000001E-5;0;200;590
