ID;PROP_ID;COMP_ID;SolubilityInWaterTemperature;SolubilityInwaterInMass;SolubilityInWaterInMol;SolubilityInWaterStatus;SolubilityInWaterCoefficients;SolubilityInWaterTmin;SolubilityInWaterTmax;SolubilityInWaterA;SolubilityInWaterB;SolubilityInWaterC;SolubilityInWater@298;SolubilityStatus
25344;13554;25347;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25345;13544;25348;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25346;15639;25349;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25347;13558;25350;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25348;15641;25351;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25349;17557;25352;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25350;17065;25353;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25351;17657;25354;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25352;16976;25355;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25353;13174;25356;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25354;6956;25357;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25355;8361;25358;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25356;10813;25359;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25357;17727;25360;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25358;11836;25361;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25359;7746;25362;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25360;15488;25363;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25361;8164;25364;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25362;12352;25365;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25363;11070;25366;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25364;6477;25367;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25365;9146;25368;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25366;6291;25369;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25367;10412;25370;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25368;6365;25371;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25369;12832;25372;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25370;6250;25373;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25371;8775;25374;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25372;13256;25375;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25373;12030;25376;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25374;13561;25377;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25375;12668;25378;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25376;15467;25379;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25377;15643;25380;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25378;15711;25381;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25379;13551;25382;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25380;15707;25383;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25381;15704;25384;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25382;13569;25385;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25383;13557;25386;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25384;7755;25387;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25385;13560;25388;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25386;13547;25389;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25387;13570;25390;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25388;13553;25391;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25389;13550;25392;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25390;10880;25393;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25391;15625;25394;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25392;13568;25395;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25393;13556;25396;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25394;9971;25397;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25395;7873;25398;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25396;7355;25399;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25397;8766;25400;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25398;13565;25401;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25399;15627;25402;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25400;11065;25403;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25401;13564;25404;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25402;15541;25405;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25403;13559;25406;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25404;15629;25407;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25405;13571;25408;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25406;13552;25409;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25407;15622;25410;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25408;13567;25411;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25409;13555;25412;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25410;7993;25413;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25411;18985;25414;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25412;15642;25415;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25413;15195;25416;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25414;15646;25417;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25415;8065;25418;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25416;13572;25419;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25417;13573;25420;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25418;13575;25421;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25419;11616;25422;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25420;3908;25423;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25421;4440;25424;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25422;4132;25425;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25423;4368;25426;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25424;13085;25427;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25425;5724;25428;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25426;6434;25429;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25427;5829;25430;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25428;9536;25431;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25429;5834;25432;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25430;7900;25433;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25431;5830;25434;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25432;5892;25435;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25433;7989;25436;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25434;17363;25437;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25435;5832;25438;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25436;9609;25439;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25437;6428;25440;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25438;10751;25441;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25439;14517;25442;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25440;13339;25443;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25441;10326;25444;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25442;13456;25445;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25443;14492;25446;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25444;8300;25447;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25445;9243;25448;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25446;13459;25449;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25447;19093;25450;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25448;16387;25451;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25449;17033;25452;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25450;16125;25453;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25451;13819;25454;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25452;13054;25455;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25453;13815;25456;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25454;13055;25457;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25455;11748;25458;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25456;11216;25459;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25457;8304;25460;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25458;11187;25461;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25459;8699;25462;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25460;11186;25463;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25461;16688;25464;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25462;15351;25465;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25463;17380;25466;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25464;10504;25467;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25465;11479;25468;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25466;19915;25469;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25467;19645;25470;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25468;12450;25471;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25469;12014;25472;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25470;19628;25473;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25471;17192;25474;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25472;13542;25475;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25473;18849;25476;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25474;11026;25477;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25475;14655;25478;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25476;14411;25479;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25477;14886;25480;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25478;11357;25481;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25479;16804;25482;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25480;7480;25483;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25481;8685;25484;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25482;12109;25485;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25483;19484;25486;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25484;14641;25487;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25485;12209;25488;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25486;14018;25489;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25487;14199;25490;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25488;19487;25491;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25489;17377;25492;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25490;16112;25493;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25491;12687;25494;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25492;11478;25495;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25493;14077;25496;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25494;10675;25497;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25495;12766;25498;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25496;9944;25499;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25497;15611;25500;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25498;7889;25501;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25499;15612;25502;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25500;8525;25503;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25501;7453;25504;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25502;6929;25505;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25503;7974;25506;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25504;7536;25507;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25505;13814;25508;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25506;10782;25509;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25507;7984;25510;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25508;8376;25511;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25509;16024;25512;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25510;8235;25513;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25511;5944;25514;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25512;16945;25515;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25513;16946;25516;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25514;17649;25517;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25515;15662;25518;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25516;11433;25519;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25517;6127;25520;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25518;9999;25521;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25519;10973;25522;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25520;10421;25523;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25521;8273;25524;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25522;8636;25525;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25523;8638;25526;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25524;8640;25527;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25525;7894;25528;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25526;11123;25529;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25527;9894;25530;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25528;6651;25531;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25529;12063;25532;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25530;5945;25533;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25531;18964;25534;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25532;18965;25535;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25533;6835;25536;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25534;6836;25537;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25535;10853;25538;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25536;10822;25539;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25537;11040;25540;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25538;19502;25541;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25539;19501;25542;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25540;9925;25543;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25541;9924;25544;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25542;19209;25545;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25543;19208;25546;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25544;19376;25547;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25545;19395;25548;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25546;7266;25549;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25547;19466;25550;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25548;19469;25551;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25549;19465;25552;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25550;19283;25553;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25551;6785;25554;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25552;19464;25555;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25553;19468;25556;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25554;19463;25557;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25555;11015;25558;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25556;19359;25559;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25557;19360;25560;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25558;10748;25561;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25559;9101;25562;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25560;7171;25563;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25561;19273;25564;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25562;12179;25565;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25563;7690;25566;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25564;10359;25567;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25565;8602;25568;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25566;13926;25569;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25567;17315;25570;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25568;17175;25571;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25569;10395;25572;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25570;9326;25573;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25571;8653;25574;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25572;15496;25575;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25573;19559;25576;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25574;10284;25577;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25575;11014;25578;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25576;9449;25579;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25577;11844;25580;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25578;10450;25581;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25579;16008;25582;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25580;3910;25583;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25581;16738;25584;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25582;14079;25585;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25583;3914;25586;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25584;15847;25587;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25585;16731;25588;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25586;18670;25589;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25587;9653;25590;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25588;11345;25591;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25589;14186;25592;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25590;19603;25593;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25591;11569;25594;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25592;7000;25595;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25593;13298;25596;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25594;10309;25597;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25595;13041;25598;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25596;19657;25599;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25597;7048;25600;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25598;5442;25601;-12321;-12321;-12321;Undefined;-12321;-12321;-12321;-12321;-12321;-12321;-12321;Undefined
25599;19651;25602;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25600;9599;25603;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25601;17969;25604;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25602;13455;25605;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25603;10325;25606;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25604;11137;25607;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25605;14254;25608;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25606;14652;25609;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25607;14330;25610;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25608;14324;25611;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25609;15972;25612;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25610;13701;25613;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25611;17748;25614;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25612;16157;25615;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
25613;14980;25616;-12321;-12321;-12321;;-12321;-12321;-12321;-12321;-12321;-12321;-12321;
