ID;PROP_ID;COMP_ID;EnthalpyOfVapourizationA;EnthalpyOfVapourizationB;EnthalpyOfVapourizationN;EnthalpyOfVapourizationTmin;EnthalpyOfVapourizationTmax
23276;9590;23279;130207.82;645;0.47878301;200;645
23277;10842;23280;89971.023;737;0.41550499;383.10001;737
23278;7693;23281;68992.492;699;0.40610501;351.57999;699
23279;8268;23282;52125.375;642;0.37132201;220.2;642
23280;10471;23283;62278.422;623.5;0.37968299;200;623.5
23281;16294;23284;74459.219;792;0.323111;200;792
23282;9375;23285;71375.445;691;0.47193101;336.60001;691
23283;12191;23286;107851.95;764;0.477144;224.2;764
23284;16730;23287;70819.234;733;0.438535;200;733
23285;9480;23288;241800.31;1202;0.49929699;515.09998;1202
23286;6419;23289;211593.64;1162;0.47071299;484.10001;1162
23287;6257;23290;60076.809;651;0.384615;295.06;651
23288;8811;23291;73264.953;746;0.40609199;200;746
23289;6179;23292;66685.391;738.10803;0.377195;360.45999;738.10803
23290;9911;23293;84629.383;676;0.457977;200;676
23291;9550;23294;116804.17;782;0.475602;244.2;782
23292;18010;23295;64944.973;647;0.39028001;200;647
23293;19301;23296;63763.805;642;0.42778501;200;642
23294;18714;23297;63575.836;641;0.42618001;200;641
23295;9381;23298;71283.367;791;0.412727;404.32001;791
23296;7839;23299;66546.023;610;0.41110301;200;610
23297;7947;23300;74000.242;637;0.41537899;200;637
23298;18702;23301;61610.93;657;0.39403701;200;657
23299;5876;23302;81724.266;778;0.401485;326.67999;778
23300;6647;23303;60987.227;621;0.38807201;200;621
23301;19310;23304;63362.102;641;0.445171;200;641
23302;8846;23305;83966.938;817;0.40412799;200;817
23303;18814;23306;58647.844;636;0.38640001;200;636
23304;8287;23307;100332.83;936;0.38421199;370.89999;936
23305;9522;23308;80925.555;751;0.39065999;200;751
23306;13618;23309;-12321;-12321;-12321;-12321;-12321
23307;6154;23310;63223.324;736;0.381071;303.60001;736
23308;14654;23311;87943.969;662;0.415308;200;662
23309;17316;23312;70727.594;704;0.38172999;200;704
23310;16895;23313;68364.313;815;0.33927801;200;815
23311;8728;23314;66524.633;635;0.39061099;200;635
23312;6790;23315;33419.977;554;0.31812;200;554
23313;13160;23316;119530.52;781;0.47746801;245.2;781
23314;13651;23317;82964.344;892;0.297333;200;892
23315;17925;23318;128264.44;730;0.48767301;200;730
23316;15272;23319;-12321;-12321;-12321;-12321;-12321
23317;17555;23320;70977.75;718;0.38917899;200;718
23318;18458;23321;86812.219;749;0.403754;200;749
23319;9401;23322;68256.813;706;0.39499101;200;706
23320;18992;23323;89914.523;823;0.405931;200;823
23321;7425;23324;66307.617;720;0.38132;297.76999;720
23322;19168;23325;86124.102;837;0.40163001;200;837
23323;13398;23326;65815.063;823;0.36561599;375.10001;823
23324;7572;23327;70068.375;823;0.376095;402.39999;823
23325;16817;23328;69842.406;617;0.37639099;200;617
23326;6494;23329;76419.82;701;0.462513;329.32999;701
23327;11211;23330;50170.285;596;0.381488;200;596
23328;9919;23331;76714.367;698;0.38319299;200;698
23329;12456;23332;54981.84;619;0.382236;200;619
23330;14934;23333;60142.367;795;0.34217599;200;795
23331;15555;23334;79173.313;640;0.38616499;200;640
23332;13286;23335;74831.359;790;0.39221799;344.10001;790
23333;17174;23336;54327.012;719;0.33465901;200;719
23334;17277;23337;84409.398;832;0.342305;200;832
23335;9731;23338;65027.828;695;0.36010101;200;695
23336;13209;23339;63896.297;731;0.372949;200;731
23337;17611;23340;116045.32;720;0.459279;200;720
23338;17266;23341;81792.344;758;0.36684701;200;758
23339;16982;23342;56838.094;608;0.38938701;200;608
23340;17638;23343;85954.18;785;0.43384799;200;785
23341;17267;23344;100904.57;837;0.345202;200;837
23342;11429;23345;70481.359;709;0.36604601;200;709
23343;8171;23346;63335.703;708;0.34565201;200;708
23344;13511;23347;-12321;-12321;-12321;-12321;-12321
23345;15367;23348;92530.016;814;0.39432901;200;814
23346;19698;23349;92720.516;757;0.39952499;200;757
23347;19020;23350;127390.74;729;0.51340598;200;729
23348;19618;23351;97646.813;755;0.406243;200;755
23349;19631;23352;144493.02;741;0.51903403;200;741
23350;18528;23353;56938.066;675;0.37488601;200;675
23351;19537;23354;95413.055;885;0.40693501;200;885
23352;7261;23355;49737.594;588;0.369674;200;588
23353;10376;23356;75275.094;630;0.41753501;200;630
23354;19364;23357;74042.008;696;0.39588401;200;696
23355;19545;23358;66293.609;727;0.40116599;200;727
23356;12043;23359;51125.25;640;0.34460101;298.09439;640
23357;16846;23360;66583.555;609.29999;0.385048;200;609.29999
23358;12172;23361;99005.5;903;0.395861;322.95999;903
23359;9963;23362;91665.734;743;0.411385;306.64001;743
23360;13161;23363;87542.656;812;0.34577599;261.20001;812
23361;11140;23364;118992.2;798;0.49156901;264.20001;798
23362;6972;23365;60997.996;560;0.412954;356.17801;560
23363;16818;23366;83716.773;710;0.362892;200;710
23364;10802;23367;88056.977;744;0.493837;210.2;744
23365;13992;23368;98675.078;723;0.46967301;257.20001;723
23366;8045;23369;157201.95;819;0.4267;359.01999;819
23367;11370;23370;75780.383;830;0.36874101;312.60001;830
23368;17473;23371;75695.508;854;0.362492;200;854
23369;6491;23372;117979.98;986;0.40785599;341.72;986
23370;11304;23373;87793.836;815;0.38944101;318.39999;815
23371;8286;23374;81686.867;808;0.37484401;325.39999;808
23372;15997;23375;-12321;-12321;-12321;-12321;-12321
23373;14613;23376;73488.383;640;0.37757999;200;640
23374;6986;23377;60457.684;732;0.44374499;384.57001;732
23375;9824;23378;70493.711;601;0.39956701;200;601
23376;17974;23379;67406.258;694;0.39486101;200;694
23377;17972;23380;66452.102;701;0.395026;251.2;701
23378;7182;23381;73761.391;729;0.402475;200;729
23379;7801;23382;68616.531;726;0.409233;200;726
23380;10469;23383;47074.414;544;0.382108;200;544
23381;8649;23384;48892.359;548.59998;0.38265499;200;548.59998
23382;7288;23385;42427.574;511.5;0.37084201;200;511.5
23383;19736;23386;72540.195;655;0.43299699;200;655
23384;19737;23387;72540.195;655;0.43299699;200;655
23385;8082;23388;52100.66;565.20001;0.39296699;200;565.20001
23386;8297;23389;47555.934;540.20001;0.38062301;200;540.20001
23387;7833;23390;47419.305;539.5;0.37969899;200;539.5
23388;11106;23391;34584.688;600.40002;0.330165;200;600.40002
23389;13798;23392;58222.133;594;0.40512201;200;594
23390;10470;23393;53311.52;568.09998;0.39236599;200;568.09998
23391;11543;23394;54537.547;669;0.370507;251.47;669
23392;7828;23395;46856.574;536.5;0.38107499;200;536.5
23393;10595;23396;74193.391;733;0.38688999;200;733
23394;18999;23397;92903.156;701;0.42717099;200;701
23395;19428;23398;64337.129;652;0.39865699;200;652
23396;9438;23399;-12321;-12321;-12321;-12321;-12321
23397;15962;23400;80218.023;687;0.38049001;200;687
23398;16505;23401;74521.75;634.09998;0.43681201;200;634.09998
23399;17973;23402;66076.711;731;0.37004;200;731
23400;3355;23403;68083;707.09003;0.38;219.94;707.09003
23401;3356;23404;67025;697.04999;0.38;232.55;697.04999
23402;11308;23405;-12321;-12321;-12321;-12321;-12321
23403;7015;23406;52491.781;645;0.40476301;200;645
23404;8523;23407;63581.848;571.15002;0.35542399;200;571.15002
23405;17707;23408;58127.246;651;0.384684;200;651
23406;13922;23409;45809.977;584;0.344805;156.39;584
23407;13963;23410;107495.37;784;0.43150201;200;784
23408;14523;23411;65120.781;690;0.40766999;200;690
23409;10252;23412;-12321;-12321;-12321;-12321;-12321
23410;15189;23413;80870.508;622;0.38591799;200;622
23411;19177;23414;107292.45;910;0.408373;200;910
23412;7803;23415;80245.875;676;0.403992;200;676
23413;8046;23416;125042.25;904;0.456792;200;904
23414;8977;23417;172750.36;1040;0.54867202;402.13;1040
23415;1969;23418;57411;645;0.40000001;203.98;645
23416;848;23419;72510;722.02002;0.38;233.14999;722.02002
23417;869;23420;63367;663;0.37900001;200.35001;663
23418;890;23421;51225;554.40002;0.38;209.91;554.40002
23419;911;23422;67887;739.07001;0.38;282.14999;739.07001
23420;1980;23423;51096;606;0.38;159.44;606
23421;1648;23424;47289;573.63;0.38;155.14999;573.63
23422;3321;23425;78435;773.46997;0.38;355.16;773.46997
23423;12695;23426;248371.73;1186;0.49753001;286.95001;1186
23424;1157;23427;40959;507;0.37200001;132.47;507
23425;1447;23428;102195;660.35999;0.38;263.51999;660.35999
23426;1029;23429;144530;673;0.55500001;500;673
23427;9697;23430;70814.18;680;0.37393999;200;680
23428;8514;23431;64758.777;741;0.39527199;200;741
23429;8503;23432;74106.016;730;0.398862;341.10001;730
23430;9929;23433;99865.852;768;0.40071899;200;768
23431;9112;23434;117229.25;854;0.40469;462.10001;854
23432;6878;23435;73975.836;651;0.40582901;284.98001;651
23433;13026;23436;90051.445;707;0.423406;200;707
23434;10052;23437;92934.313;696;0.42550901;200;696
23435;15933;23438;90537.703;740;0.41514701;200;740
23436;15006;23439;105026.13;725;0.41802999;200;725
23437;11917;23440;-12321;-12321;-12321;-12321;-12321
23438;18883;23441;63575.836;641;0.42618001;200;641
23439;6761;23442;65211.406;652;0.40810299;248.27;652
23440;13934;23443;69493.109;665;0.39180899;200;665
23441;15934;23444;83898.883;684;0.41747299;200;684
23442;13450;23445;57721.648;639;0.38935399;200;639
23443;8999;23446;129653.8;897;0.54139602;314.34;897
23444;13487;23447;103508.99;784;0.47078401;259.54999;784
23445;13504;23448;111365.98;885;0.39059201;200;885
23446;13582;23449;108030.77;871;0.406293;200;871
23447;17129;23450;92343.844;764;0.479366;200;764
23448;14577;23451;74968.805;621;0.42313999;200;621
23449;17074;23452;60339.863;655;0.44896099;200;655
23450;6287;23453;64309.988;595;0.409031;200;595
23451;8464;23454;54289.219;607;0.38209;200;607
23452;10283;23455;-12321;-12321;-12321;-12321;-12321
23453;17121;23456;60363.137;667;0.40571901;200;667
23454;10259;23457;-12321;-12321;-12321;-12321;-12321
23455;19612;23458;119336.35;722;0.50819701;200;722
23456;19619;23459;95137.422;756;0.40290201;200;756
23457;17092;23460;63142.215;705;0.36647701;200;705
23458;13759;23461;56998.234;623;0.39467001;200;623
23459;17613;23462;98400.773;783;0.412669;200;783
23460;17627;23463;132572.5;726;0.47758499;200;726
23461;16894;23464;-12321;-12321;-12321;-12321;-12321
23462;17469;23465;76532.711;726;0.34116799;200;726
23463;17641;23466;75107.875;782;0.37608299;200;782
23464;17547;23467;80265.086;795;0.44878399;200;795
23465;17531;23468;76549.188;758;0.45301101;200;758
23466;18527;23469;56938.066;675;0.37488601;200;675
23467;18529;23470;56938.066;675;0.37488601;200;675
23468;10158;23471;55684.129;641;0.379601;200;641
23469;15494;23472;75225.938;638;0.41880301;200;638
23470;15655;23473;61418.293;591.09998;0.41567799;200;591.09998
23471;7121;23474;64504.293;605;0.41193399;200;605
23472;17701;23475;48998.242;638;0.36203501;200;638
23473;19190;23476;94616.766;709;0.443387;200;709
23474;7364;23477;114481.98;875;0.416729;200;875
23475;13165;23478;97005.227;823;0.41213199;200;823
23476;13623;23479;-12321;-12321;-12321;-12321;-12321
23477;14116;23480;-12321;-12321;-12321;-12321;-12321
23478;17488;23481;123220.05;928;0.39719599;200;928
23479;11729;23482;115987.34;849;0.39710701;322.10001;849
23480;8569;23483;47867.797;542.5;0.38174099;200;542.5
23481;8251;23484;54501.578;574.5;0.410088;200;574.5
23482;12884;23485;55307.344;581;0.41083699;200;581
23483;10221;23486;47043.598;567;0.36889499;200;567
23484;16711;23487;51455.855;575;0.37926;200;575
23485;13845;23488;117315.23;726;0.438658;200;726
23486;8064;23489;64983.906;581;0.40129301;200;581
23487;7945;23490;45319.867;550.09998;0.36226201;200;550.09998
23488;12290;23491;50032.523;543.59998;0.39899999;200;543.59998
23489;10222;23492;49012.945;543.90002;0.38650799;200;543.90002
23490;7635;23493;38817.996;585.59998;0.33810499;267.64999;585.59998
23491;6534;23494;76002.406;774;0.406313;200;774
23492;11306;23495;116198.23;755;0.433415;200;755
23493;9421;23496;96510.297;741;0.41198;200;741
23494;16806;23497;90910.789;699;0.443477;200;699
23495;6274;23498;73615.531;621;0.30377001;267.35001;621
23496;9809;23499;104960.8;733;0.43259799;200;733
23497;8093;23500;78184.734;679;0.386675;298.13599;679
23498;11307;23501;122457.81;781;0.460814;200;781
23499;19173;23502;107292.45;910;0.408373;200;910
23500;14810;23503;58634.117;664;0.385849;200;664
23501;14219;23504;52360.047;628;0.37186599;200.22;628
23502;3809;23505;78393;779.71997;0.38;298.14999;779.71997
23503;19174;23506;107292.45;910;0.408373;200;910
23504;16530;23507;75230.766;784;0.36973801;200;784
23505;18870;23508;107292.45;910;0.408373;200;910
23506;3928;23509;84664;812.34998;0.38;333.04001;812.34998
23507;1981;23510;51510;610.67999;0.38;159.44;610.67999
23508;3322;23511;78138;770.59998;0.38;259.16;770.59998
23509;1855;23512;99838;627.97998;0.38;274.79001;627.97998
23510;1448;23513;115842;670;0.38;315.14999;670
23511;15739;23514;62274.109;775;0.40570301;200;775
23512;15152;23515;137444.64;876;0.55799502;200;876
23513;15139;23516;-12321;-12321;-12321;-12321;-12321
23514;15151;23517;117586.35;871;0.388495;200;871
23515;14996;23518;100640.67;1105;0.31410399;200;1105
23516;15169;23519;-12321;-12321;-12321;-12321;-12321
23517;15135;23520;98491.883;836;0.35622001;200;836
23518;14997;23521;-12321;-12321;-12321;-12321;-12321
23519;15170;23522;-12321;-12321;-12321;-12321;-12321
23520;15136;23523;-12321;-12321;-12321;-12321;-12321
23521;17754;23524;122811.74;848;0.503272;327.07999;848
23522;15137;23525;-12321;-12321;-12321;-12321;-12321
23523;14940;23526;98778.313;801;0.384321;200;801
23524;14960;23527;116073.21;900;0.39651901;200;900
23525;14961;23528;93061.258;823;0.36399701;200;823
23526;14962;23529;117572.54;1005;0.378934;200;1005
23527;14941;23530;104300.1;967;0.37455299;200;967
23528;9887;23531;95370.219;777;0.357851;200;777
23529;14983;23532;-12321;-12321;-12321;-12321;-12321
23530;15138;23533;-12321;-12321;-12321;-12321;-12321
23531;13073;23534;79320.984;759;0.39425701;372.10001;759
23532;14925;23535;135228.59;766;0.463633;200;766
23533;7653;23536;74316.383;691;0.39843899;200;691
23534;9052;23537;73836.008;650;0.377891;200;650
23535;8665;23538;110178.96;811;0.54069602;283.35001;811
23536;6727;23539;58433.004;539;0.390221;200;539
23537;6945;23540;-12321;-12321;-12321;-12321;-12321
23538;19492;23541;68907.383;670;0.41209799;200;670
23539;11212;23542;69902.297;616;0.416118;200;616
23540;9714;23543;94635.305;709;0.44389999;200;709
23541;13853;23544;77881.688;803;0.375725;200;803
23542;17573;23545;100590.38;814;0.40976;200;814
23543;6907;23546;79797.258;804;0.380649;200;804
23544;17669;23547;81473.563;760;0.39421099;200;760
23545;11650;23548;74046.734;696;0.39597899;200;696
23546;8765;23549;97364.82;889;0.45330301;475.20001;889
23547;10036;23550;78692.625;879;0.365935;200;879
23548;16929;23551;111853.99;861;0.38474801;308.39999;861
23549;12233;23552;98631.953;825;0.40459099;264.75;825
23550;17474;23553;88645.516;839;0.37534401;200;839
23551;8288;23554;106579.66;825;0.453821;261.17001;825
23552;9490;23555;71014.43;616;0.405736;200;616
23553;8849;23556;75354.789;630;0.40397599;200;630
23554;9575;23557;46855.531;536.20001;0.38736099;143.8;536.20001
23555;12143;23558;65828.313;660;0.397369;200;660
23556;9208;23559;42572.531;608.90002;0.337145;188.35001;608.90002
23557;13896;23560;92899.82;686;0.436959;279;686
23558;9883;23561;94509.695;755;0.39790201;200;755
23559;9882;23562;94923.641;741;0.40811899;200;741
23560;19549;23563;107292.45;910;0.408373;200;910
23561;17640;23564;103525.73;716;0.46351701;200;716
23562;10854;23565;150433.47;772;0.44255799;200;772
23563;6880;23566;57831.281;651;0.384976;429.60001;651
23564;6886;23567;90621.789;826;0.43438101;472.10999;826
23565;3929;23568;84664;812.34998;0.38;333.04001;812.34998
23566;3323;23569;78138;770.59998;0.38;260.16;770.59998
23567;1856;23570;111010;683.17999;0.38;293.14999;683.17999
23568;17140;23571;64330.258;794;0.36985201;310;794
23569;11087;23572;84960.438;782;0.40934601;405.10001;782
23570;11208;23573;116996.76;768;0.458235;200;768
23571;7709;23574;85888.563;676;0.406582;298.47;676
23572;19742;23575;125213.8;733;0.46322599;200;733
23573;10116;23576;96015.156;706;0.430383;200;706
23574;14192;23577;-12321;-12321;-12321;-12321;-12321
23575;7953;23578;86224.477;666;0.41475701;200;666
23576;17615;23579;119263.44;901;0.384132;200;901
23577;13641;23580;116892.99;903;0.401685;249.46001;903
23578;5731;23581;-12321;-12321;-12321;-12321;-12321
23579;19613;23582;127390.74;729;0.51340598;200;729
23580;19571;23583;106041.74;889;0.41279501;200;889
23581;19225;23584;94616.766;709;0.443387;200;709
23582;13587;23585;-12321;-12321;-12321;-12321;-12321
23583;13603;23586;-12321;-12321;-12321;-12321;-12321
23584;17665;23587;109558.79;904;0.372998;200;904
23585;14984;23588;126414.46;771;0.45478299;290.10001;771
23586;6270;23589;123717.79;756;0.44789901;377.47;756
23587;10061;23590;108117.72;755;0.462311;200;755
23588;8620;23591;69253.625;682;0.410422;200;682
23589;9776;23592;52867.891;566.59998;0.38701501;200;566.59998
23590;8012;23593;64464.008;630.09998;0.39278701;200;630.09998
23591;11207;23594;98440.266;741;0.416612;200;741
23592;8922;23595;183353.64;898;0.52662998;362.10001;898
23593;5751;23596;-12321;-12321;-12321;-12321;-12321
23594;3324;23597;74595;792;0.38;337.14999;792
23595;2270;23598;115782;694.71002;0.38;333.14999;694.71002
23596;15870;23599;-12321;-12321;-12321;-12321;-12321
23597;15869;23600;-12321;-12321;-12321;-12321;-12321
23598;14405;23601;226050.03;1157;0.59226698;200;1157
23599;8565;23602;75966.813;856;0.35914099;370.14999;856
23600;13043;23603;89716.242;801;0.41289401;417.10001;801
23601;6728;23604;77896.375;712;0.41227499;324.84;712
23602;15868;23605;-12321;-12321;-12321;-12321;-12321
23603;10117;23606;97590.5;705;0.447943;200;705
23604;9051;23607;89145.594;682;0.41129401;200;682
23605;16930;23608;98050.078;819;0.36989999;299.10001;819
23606;6611;23609;59033.711;582;0.46173701;200;582
23607;6318;23610;-12321;-12321;-12321;-12321;-12321
23608;19294;23611;95413.055;885;0.40693501;200;885
23609;19035;23612;100595.17;903;0.40659201;200;903
23610;19224;23613;94616.766;709;0.443387;200;709
23611;14898;23614;129993.48;1015;0.412108;378.10001;1015
23612;9549;23615;109105.78;916;0.48788601;505.70001;916
23613;12933;23616;93687.648;843;0.55655599;200;843
23614;6533;23617;76002.406;774;0.406313;200;774
23615;10223;23618;56255.129;593;0.393765;200;593
23616;9209;23619;57893.402;655.20001;0.39600199;245.89;655.20001
23617;12669;23620;100899.57;713;0.456572;200;713
23618;19550;23621;103337.8;917;0.40386099;200;917
23619;2618;23622;120401;706.65997;0.38;318.14999;706.65997
23620;12730;23623;94216.617;816;0.420286;351.10001;816
23621;8700;23624;61840.16;613.59998;0.379334;200;613.59998
23622;7711;23625;80500.086;726;0.39093599;307.91;726
23623;10118;23626;101626.17;717;0.41280401;200;717
23624;7957;23627;88425.836;696;0.43244499;200;696
23625;2428;23628;53969;613.21997;0.38;188.87;613.21997
23626;2429;23629;53021;602.95001;0.38;188.87;602.95001
23627;2446;23630;54954;629.26001;0.38;189.59;629.26001
23628;2020;23631;50524;591.57001;0.38;156.72;591.57001
23629;1218;23632;42291;520.06;0.38;154.21001;520.06
23630;17006;23633;45459.625;644;0.367396;200;644
23631;2449;23634;54277;621.87;0.38;189.59;621.87
23632;2023;23635;49721;582.60999;0.38;181.84;582.60999
23633;2430;23636;52074;592.67999;0.38;188.87;592.67999
23634;2431;23637;53021;602.95001;0.38;188.87;602.95001
23635;2447;23638;54683;626.29999;0.38;189.59;626.29999
23636;2021;23639;49788;583.35999;0.38;161.14999;583.35999
23637;1219;23640;41467;510.39999;0.38;154.21001;510.39999
23638;17007;23641;45348.383;644;0.363143;200;644
23639;2450;23642;54277;621.87;0.38;189.59;621.87
23640;2024;23643;49685;582.21002;0.38;140.60001;582.21002
23641;2394;23644;56623;622.31;0.38;155.14999;622.31
23642;2400;23645;54209;616.84998;0.38;221.25;616.84998
23643;2402;23646;55653;621.75;0.38;193.11;621.75
23644;2406;23647;54966;614.42999;0.38;193.11;614.42999
23645;2403;23648;54692;611.51001;0.38;193.11;611.51001
23646;2407;23649;54966;614.42999;0.38;193.11;614.42999
23647;1223;23650;42509;525.83002;0.38;167.06;525.83002
23648;833;23651;38200;485.69;0.38;132.28;485.69
23649;2396;23652;56128;617.12;0.38;197.35001;617.12
23650;2409;23653;53119;605.02002;0.38;221.25;605.02002
23651;2411;23654;55653;621.75;0.38;193.11;621.75
23652;2414;23655;54692;611.51001;0.38;193.11;611.51001
23653;2412;23656;53595;599.81;0.38;193.11;599.81
23654;2415;23657;53595;599.81;0.38;193.11;599.81
23655;1225;23658;41528;514.27002;0.38;167.06;514.27002
23656;1153;23659;43940;526.70001;0.38;150.03999;526.70001
23657;1155;23660;42875;514.53003;0.38;150.03999;514.53003
23658;2432;23661;51587;587.40997;0.38;188.87;587.40997
23659;2448;23662;53736;615.96997;0.38;189.59;615.96997
23660;2022;23663;48812;572.46002;0.38;160.45;572.46002
23661;2451;23664;53872;617.44;0.38;189.59;617.44
23662;2025;23665;48690;571.09998;0.38;142.37;571.09998
23663;2433;23666;52074;592.67999;0.38;188.87;592.67999
23664;2452;23667;53361;611.85999;0.38;187.14999;611.85999
23665;2395;23668;55784;613.51001;0.38;178.14999;613.51001
23666;2401;23669;54209;616.84998;0.38;221.25;616.84998
23667;2404;23670;53732;601.27002;0.38;193.11;601.27002
23668;2408;23671;54006;604.20001;0.38;193.11;604.20001
23669;2405;23672;54692;611.51001;0.38;193.11;611.51001
23670;1224;23673;41463;513.5;0.38;167.06;513.5
23671;834;23674;37061;471.88;0.38;123.58;471.88
23672;2397;23675;56128;617.12;0.38;197.35001;617.12
23673;2410;23676;53119;605.02002;0.38;221.25;605.02002
23674;2413;23677;54555;610.04999;0.38;193.11;610.04999
23675;2416;23678;61020;678.78003;0.38;193.11;678.78003
23676;2417;23679;54692;611.51001;0.38;193.11;611.51001
23677;1226;23680;41137;509.64001;0.38;167.06;509.64001
23678;1154;23681;43940;526.70001;0.38;150.03999;526.70001
23679;1156;23682;42875;514.53003;0.38;150.03999;514.53003
23680;9368;23683;-12321;-12321;-12321;-12321;-12321
23681;13314;23684;54023.898;501.07999;0.41018999;200;501.07999
23682;17402;23685;81445.133;744;0.46330601;200;744
23683;14163;23686;59277.504;574.40002;0.40059;200;574.40002
23684;13750;23687;69673.719;600.70001;0.46679401;200;600.70001
23685;12744;23688;81028.344;727;0.43056199;341.97;727
23686;13329;23689;70971.945;655;0.357961;200;655
23687;6626;23690;61014.695;672;0.46026799;200;672
23688;17257;23691;72814.234;741;0.36639401;200;741
23689;11999;23692;70022.313;686;0.47130901;200;686
23690;17256;23693;65014.625;747;0.35064599;200;747
23691;10759;23694;69171.828;690;0.44853699;200;690
23692;7794;23695;61014.695;672;0.46026799;200;672
23693;17250;23696;67006.711;736;0.36309299;200;736
23694;17312;23697;69298.117;748;0.36087999;200;748
23695;17255;23698;68442.664;747;0.360809;200;747
23696;17269;23699;65350.625;784;0.34258801;200;784
23697;12354;23700;70563.367;715;0.45806399;200;715
23698;17251;23701;71238.617;728;0.36779001;272.39999;728
23699;7795;23702;60354.914;667;0.43313;200;667
23700;10373;23703;68897.273;709;0.44681701;292.28;709
23701;13793;23704;69525.68;704;0.44891301;200;704
23702;12032;23705;71786.977;665;0.37656799;322;665
23703;9693;23706;55316.223;648;0.37573999;200;648
23704;14364;23707;90399.398;689;0.40211299;200;689
23705;14508;23708;73456.117;663;0.37981701;200;663
23706;9694;23709;66325.891;601;0.39361399;200;601
23707;15921;23710;66549.406;592.20001;0.386897;200;592.20001
23708;13061;23711;132807.59;783;0.50783598;200;783
23709;13063;23712;131381.8;805;0.425504;200;805
23710;13060;23713;117926.89;762;0.42464;200;762
23711;17403;23714;91296.633;763;0.47287801;200;763
23712;17404;23715;105584.59;777;0.46621099;200;777
23713;17411;23716;69040.828;748;0.36119199;200;748
23714;17254;23717;64222.113;748;0.34670299;200;748
23715;15452;23718;93235.852;732;0.49597499;200;732
23716;9940;23719;68555.508;691;0.44380701;225.36;691
23717;17110;23720;61729.199;626;0.39612699;200;626
23718;18477;23721;83864.195;816;0.44162601;200;816
23719;11255;23722;95513.883;828;0.405155;200;828
23720;12682;23723;84042.883;770;0.39172101;200;770
23721;12681;23724;83296.477;758;0.41517699;200;758
23722;10153;23725;102505.52;776;0.429144;200;776
23723;13757;23726;67300.578;714;0.382577;200;714
23724;13949;23727;68368.352;716;0.38524199;200;716
23725;12814;23728;68335.195;714;0.384886;299.10001;714
23726;17128;23729;77580.758;654;0.40899;200;654
23727;17575;23730;86177.32;848;0.37751099;200;848
23728;17568;23731;-12321;-12321;-12321;-12321;-12321
23729;13674;23732;99885.664;751;0.35369;200;751
23730;12667;23733;83471.391;700;0.37712699;200;700
23731;17602;23734;97125.047;725;0.43774399;200;725
23732;17238;23735;73078.313;744;0.37722099;200;744
23733;17224;23736;72369.086;732;0.38349101;200;732
23734;17216;23737;66428.664;718;0.37847599;200;718
23735;17235;23738;68585.648;733;0.371887;200;733
23736;17223;23739;67014.125;729;0.37459901;200;729
23737;17392;23740;67075.93;740;0.37656;200;740
23738;17217;23741;66261.82;716;0.37930301;200;716
23739;17242;23742;71451.648;748;0.370078;200;748
23740;17017;23743;65866.492;626;0.39184099;200;626
23741;18385;23744;85011.375;745;0.39040899;200;745
23742;16698;23745;83894.773;649;0.37583801;200;649
23743;17738;23746;73004.281;739;0.401135;200;739
23744;8842;23747;77456.352;759;0.41150901;200;759
23745;17726;23748;68390.555;713;0.39472699;200;713
23746;16920;23749;91776.883;718;0.376396;200;718
23747;17753;23750;77834.586;763;0.412572;200;763
23748;13783;23751;90706.094;860;0.40292001;200;860
23749;14413;23752;139526.5;718;0.444177;200;718
23750;17618;23753;84301.789;748;0.39853099;200;748
23751;17956;23754;103185.54;873;0.390955;200;873
23752;14507;23755;98782.852;863;0.390699;200;863
23753;14765;23756;94015.758;841;0.38367701;200;841
23754;17572;23757;93258.469;827;0.40101901;200;827
23755;17945;23758;96110.992;842;0.39250201;200;842
23756;17177;23759;63829.742;719;0.35793099;200;719
23757;13537;23760;-12321;-12321;-12321;-12321;-12321
23758;15692;23761;-12321;-12321;-12321;-12321;-12321
23759;17272;23762;71179.375;750;0.36546001;200;750
23760;9600;23763;92562.156;830;0.401288;200;830
23761;16007;23764;191208.77;994;0.57142901;325;994
23762;11456;23765;69609.938;725;0.35459101;200;725
23763;17636;23766;158729.19;735;0.447817;200;735
23764;17619;23767;118333.21;723;0.42399701;200;723
23765;13130;23768;77297.422;661;0.397246;200;661
23766;11329;23769;73494.805;726;0.37015501;200;726
23767;11288;23770;67356.156;705;0.449545;200;705
23768;15343;23771;67570.211;657;0.405312;200;657
23769;17644;23772;89984.414;816;0.397111;200;816
23770;17651;23773;161316.7;738;0.44268399;200;738
23771;10660;23774;58442.289;641;0.38751799;200;641
23772;16864;23775;70843.461;798;0.36687201;200;798
23773;12593;23776;60645.656;636;0.40780401;200;636
23774;16796;23777;65832.867;667;0.38308701;237.27;667
23775;12987;23778;111007.88;710;0.45642799;200;710
23776;17653;23779;-12321;-12321;-12321;-12321;-12321
23777;17645;23780;85755.32;787;0.43867901;200;787
23778;17976;23781;85112.523;689;0.40674099;200;689
23779;17120;23782;63958.773;616;0.40424201;200;616
23780;13273;23783;53917.742;618;0.415353;200;618
23781;15829;23784;-12321;-12321;-12321;-12321;-12321
23782;12536;23785;66450.398;721;0.37404901;200;721
23783;17349;23786;70655.992;695;0.45942301;200;695
23784;17330;23787;75795.547;722;0.37465501;200;722
23785;15471;23788;70473.68;619;0.41594699;200;619
