ID;PROP_ID;COMP_ID;HenryConstantInWaterTemperature;HenryConstantInWaterInMoleFraction;HenryConstantInWaterInVolumeFraction
22286;17518;22289;-12321;-12321;-12321
22287;11424;22290;-12321;-12321;-12321
22288;14272;22291;-12321;-12321;-12321
22289;9457;22292;-12321;-12321;-12321
22290;7348;22293;-12321;-12321;-12321
22291;17494;22294;-12321;-12321;-12321
22292;5698;22295;-12321;-12321;-12321
22293;14587;22296;-12321;-12321;-12321
22294;15326;22297;-12321;-12321;-12321
22295;15325;22298;-12321;-12321;-12321
22296;15330;22299;-12321;-12321;-12321
22297;9606;22300;-12321;-12321;-12321
22298;13746;22301;-12321;-12321;-12321
22299;1075;22302;-12321;-12321;-12321
22300;3958;22303;-12321;-12321;-12321
22301;2694;22304;25;1555.5991;2.8000999E-2
22302;7809;22305;-12321;-12321;-12321
22303;18811;22306;-12321;-12321;-12321
22304;8034;22307;-12321;-12321;-12321
22305;18701;22308;-12321;-12321;-12321
22306;10795;22309;-12321;-12321;-12321
22307;6632;22310;-12321;-12321;-12321
22308;17152;22311;-12321;-12321;-12321
22309;9000;22312;-12321;-12321;-12321
22310;16996;22313;-12321;-12321;-12321
22311;14471;22314;-12321;-12321;-12321
22312;19623;22315;-12321;-12321;-12321
22313;6583;22316;-12321;-12321;-12321
22314;15328;22317;-12321;-12321;-12321
22315;3942;22318;-12321;-12321;-12321
22316;13338;22319;-12321;-12321;-12321
22317;15327;22320;-12321;-12321;-12321
22318;3943;22321;-12321;-12321;-12321
22319;14181;22322;-12321;-12321;-12321
22320;3944;22323;-12321;-12321;-12321
22321;10728;22324;-12321;-12321;-12321
22322;420;22325;-12321;-12321;-12321
22323;1078;22326;25;164.94041;0.002969
22324;447;22327;-12321;-12321;-12321
22325;3341;22328;25;762.73572;0.013729
22326;424;22329;-12321;-12321;-12321
22327;494;22330;-12321;-12321;-12321
22328;3081;22331;-12321;-12321;-12321
22329;3082;22332;-12321;-12321;-12321
22330;3083;22333;-12321;-12321;-12321
22331;2319;22334;25;377.05432;6.7870002E-3
22332;3798;22335;-12321;-12321;-12321
22333;7041;22336;-12321;-12321;-12321
22334;7059;22337;-12321;-12321;-12321
22335;8063;22338;-12321;-12321;-12321
22336;9573;22339;-12321;-12321;-12321
22337;11145;22340;-12321;-12321;-12321
22338;6580;22341;-12321;-12321;-12321
22339;18751;22342;-12321;-12321;-12321
22340;18790;22343;-12321;-12321;-12321
22341;11063;22344;-12321;-12321;-12321
22342;19069;22345;-12321;-12321;-12321
22343;18700;22346;-12321;-12321;-12321
22344;18713;22347;-12321;-12321;-12321
22345;10766;22348;-12321;-12321;-12321
22346;10998;22349;-12321;-12321;-12321
22347;17034;22350;-12321;-12321;-12321
22348;6714;22351;-12321;-12321;-12321
22349;11560;22352;-12321;-12321;-12321
22350;14288;22353;-12321;-12321;-12321
22351;15980;22354;-12321;-12321;-12321
22352;19634;22355;-12321;-12321;-12321
22353;9103;22356;-12321;-12321;-12321
22354;14581;22357;-12321;-12321;-12321
22355;14877;22358;-12321;-12321;-12321
22356;19706;22359;-12321;-12321;-12321
22357;19708;22360;-12321;-12321;-12321
22358;19199;22361;-12321;-12321;-12321
22359;9492;22362;-12321;-12321;-12321
22360;8470;22363;-12321;-12321;-12321
22361;6548;22364;-12321;-12321;-12321
22362;16953;22365;-12321;-12321;-12321
22363;16952;22366;-12321;-12321;-12321
22364;17723;22367;-12321;-12321;-12321
22365;3945;22368;-12321;-12321;-12321
22366;16382;22369;-12321;-12321;-12321
22367;17155;22370;-12321;-12321;-12321
22368;3946;22371;-12321;-12321;-12321
22369;15324;22372;-12321;-12321;-12321
22370;3799;22373;-12321;-12321;-12321
22371;15301;22374;-12321;-12321;-12321
22372;19381;22375;-12321;-12321;-12321
22373;16937;22376;-12321;-12321;-12321
22374;19707;22377;-12321;-12321;-12321
22375;8113;22378;-12321;-12321;-12321
22376;7016;22379;-12321;-12321;-12321
22377;9712;22380;-12321;-12321;-12321
22378;3947;22381;-12321;-12321;-12321
22379;3800;22382;-12321;-12321;-12321
22380;6190;22383;-12321;-12321;-12321
22381;9240;22384;-12321;-12321;-12321
22382;3801;22385;-12321;-12321;-12321
22383;3802;22386;-12321;-12321;-12321
22384;19172;22387;-12321;-12321;-12321
22385;6347;22388;-12321;-12321;-12321
22386;12261;22389;-12321;-12321;-12321
22387;1115;22390;-12321;-12321;-12321
22388;380;22391;25;4457.1147;8.0227003E-2
22389;619;22392;25;-12321;-12321
22390;2991;22393;-12321;-12321;-12321
22391;855;22394;-12321;-12321;-12321
22392;524;22395;-12321;-12321;-12321
22393;856;22396;-12321;-12321;-12321
22394;517;22397;-12321;-12321;-12321
22395;216;22398;25;43.696777;0.000787
22396;845;22399;-12321;-12321;-12321
22397;323;22400;25;87.140968;0.001569
22398;125;22401;-12321;-12321;-12321
22399;145;22402;-12321;-12321;-12321
22400;170;22403;-12321;-12321;-12321
22401;171;22404;-12321;-12321;-12321
22402;202;22405;-12321;-12321;-12321
22403;876;22406;-12321;-12321;-12321
22404;534;22407;-12321;-12321;-12321
22405;877;22408;-12321;-12321;-12321
22406;1077;22409;-12321;-12321;-12321
22407;527;22410;-12321;-12321;-12321
22408;220;22411;25;65.41436;0.001177
22409;866;22412;-12321;-12321;-12321
22410;327;22413;25;155.93695;0.002807
22411;128;22414;25;67086.469;1.2075469
22412;5348;22415;-12321;-12321;-12321
22413;3926;22416;-12321;-12321;-12321
22414;897;22417;-12321;-12321;-12321
22415;543;22418;-12321;-12321;-12321
22416;898;22419;-12321;-12321;-12321
22417;537;22420;-12321;-12321;-12321
22418;223;22421;-12321;-12321;-12321
22419;887;22422;-12321;-12321;-12321
22420;331;22423;-12321;-12321;-12321
22421;1603;22424;-12321;-12321;-12321
22422;1604;22425;-12321;-12321;-12321
22423;918;22426;-12321;-12321;-12321
22424;552;22427;-12321;-12321;-12321
22425;919;22428;-12321;-12321;-12321
22426;546;22429;-12321;-12321;-12321
22427;225;22430;-12321;-12321;-12321
22428;908;22431;-12321;-12321;-12321
22429;335;22432;-12321;-12321;-12321
22430;617;22433;-12321;-12321;-12321
22431;3067;22434;25;646.77496;0.011642
22432;3061;22435;25;625.68207;0.011262
22433;3934;22436;-12321;-12321;-12321
22434;3068;22437;25;641.88202;0.011554
22435;3062;22438;25;617.72504;0.011119
22436;3939;22439;-12321;-12321;-12321
22437;1977;22440;-12321;-12321;-12321
22438;1645;22441;-12321;-12321;-12321
22439;3318;22442;25;11.336711;0.000204
22440;1768;22443;25;19.141748;3.4500001E-4
22441;2475;22444;-12321;-12321;-12321
22442;1283;22445;25;32.267838;0.000581
22443;2143;22446;-12321;-12321;-12321
22444;1058;22447;25;1.38;2.4999999E-5
22445;3888;22448;-12321;-12321;-12321
22446;4030;22449;-12321;-12321;-12321
22447;3752;22450;-12321;-12321;-12321
22448;10991;22451;-12321;-12321;-12321
22449;220;22452;25;65.41436;0.001177
22450;4495;22453;-12321;-12321;-12321
22451;554;22454;-12321;-12321;-12321
22452;4261;22455;-12321;-12321;-12321
22453;1852;22456;-12321;-12321;-12321
22454;4188;22457;-12321;-12321;-12321
22455;1152;22458;25;7282.4243;0.131083
22456;1444;22459;-12321;-12321;-12321
22457;4422;22460;-12321;-12321;-12321
22458;2615;22461;-12321;-12321;-12321
22459;4346;22462;-12321;-12321;-12321
22460;2267;22463;-12321;-12321;-12321
22461;4111;22464;-12321;-12321;-12321
22462;666;22465;25;5161.8296;9.2912003E-2
22463;1026;22466;20;-12321;-12321
22464;65;22467;-12321;-12321;-12321
22465;375;22468;25;0.000204;0
22466;342;22469;20;3.3070869;5.9999998E-5
22467;4009;22470;-12321;-12321;-12321
22468;3864;22471;-12321;-12321;-12321
22469;3294;22472;-12321;-12321;-12321
22470;5802;22473;-12321;-12321;-12321
22471;10072;22474;-12321;-12321;-12321
22472;9754;22475;-12321;-12321;-12321
22473;12597;22476;-12321;-12321;-12321
22474;7422;22477;-12321;-12321;-12321
22475;8430;22478;-12321;-12321;-12321
22476;8248;22479;-12321;-12321;-12321
22477;5908;22480;-12321;-12321;-12321
22478;7219;22481;-12321;-12321;-12321
22479;17663;22482;-12321;-12321;-12321
22480;17353;22483;-12321;-12321;-12321
22481;16919;22484;-12321;-12321;-12321
22482;17195;22485;-12321;-12321;-12321
22483;17632;22486;-12321;-12321;-12321
22484;17677;22487;-12321;-12321;-12321
22485;17082;22488;-12321;-12321;-12321
22486;17078;22489;-12321;-12321;-12321
22487;9751;22490;-12321;-12321;-12321
22488;9752;22491;-12321;-12321;-12321
22489;17756;22492;-12321;-12321;-12321
22490;17755;22493;-12321;-12321;-12321
22491;6294;22494;-12321;-12321;-12321
22492;10077;22495;-12321;-12321;-12321
22493;17483;22496;-12321;-12321;-12321
22494;15825;22497;-12321;-12321;-12321
22495;16812;22498;-12321;-12321;-12321
22496;17484;22499;-12321;-12321;-12321
22497;15826;22500;-12321;-12321;-12321
22498;15823;22501;-12321;-12321;-12321
22499;5906;22502;-12321;-12321;-12321
22500;14303;22503;-12321;-12321;-12321
22501;7421;22504;-12321;-12321;-12321
22502;13502;22505;-12321;-12321;-12321
22503;11382;22506;-12321;-12321;-12321
22504;15824;22507;-12321;-12321;-12321
22505;15159;22508;-12321;-12321;-12321
22506;17987;22509;-12321;-12321;-12321
22507;17988;22510;-12321;-12321;-12321
22508;9158;22511;-12321;-12321;-12321
22509;11324;22512;-12321;-12321;-12321
22510;19108;22513;-12321;-12321;-12321
22511;9353;22514;-12321;-12321;-12321
22512;10946;22515;-12321;-12321;-12321
22513;12091;22516;-12321;-12321;-12321
22514;5999;22517;-12321;-12321;-12321
22515;10738;22518;-12321;-12321;-12321
22516;7394;22519;-12321;-12321;-12321
22517;8114;22520;-12321;-12321;-12321
22518;8264;22521;-12321;-12321;-12321
22519;8805;22522;-12321;-12321;-12321
22520;9537;22523;-12321;-12321;-12321
22521;19024;22524;-12321;-12321;-12321
22522;13241;22525;-12321;-12321;-12321
22523;12935;22526;-12321;-12321;-12321
22524;17559;22527;-12321;-12321;-12321
22525;17590;22528;-12321;-12321;-12321
22526;16628;22529;-12321;-12321;-12321
22527;16811;22530;-12321;-12321;-12321
22528;14495;22531;-12321;-12321;-12321
22529;7075;22532;-12321;-12321;-12321
22530;8240;22533;-12321;-12321;-12321
22531;9884;22534;-12321;-12321;-12321
22532;18759;22535;-12321;-12321;-12321
22533;7715;22536;-12321;-12321;-12321
22534;6666;22537;-12321;-12321;-12321
22535;5745;22538;-12321;-12321;-12321
22536;5746;22539;-12321;-12321;-12321
22537;6799;22540;-12321;-12321;-12321
22538;12070;22541;-12321;-12321;-12321
22539;6698;22542;-12321;-12321;-12321
22540;15675;22543;-12321;-12321;-12321
22541;15676;22544;-12321;-12321;-12321
22542;12060;22545;-12321;-12321;-12321
22543;6673;22546;-12321;-12321;-12321
22544;6800;22547;-12321;-12321;-12321
22545;15674;22548;-12321;-12321;-12321
22546;16576;22549;-12321;-12321;-12321
22547;17811;22550;-12321;-12321;-12321
22548;15929;22551;-12321;-12321;-12321
22549;15669;22552;-12321;-12321;-12321
22550;15781;22553;-12321;-12321;-12321
22551;12930;22554;-12321;-12321;-12321
22552;15783;22555;-12321;-12321;-12321
22553;17215;22556;-12321;-12321;-12321
22554;12121;22557;-12321;-12321;-12321
22555;16691;22558;-12321;-12321;-12321
22556;12341;22559;-12321;-12321;-12321
22557;7214;22560;-12321;-12321;-12321
22558;12680;22561;-12321;-12321;-12321
22559;11928;22562;-12321;-12321;-12321
22560;7097;22563;-12321;-12321;-12321
22561;14299;22564;-12321;-12321;-12321
22562;16743;22565;-12321;-12321;-12321
22563;15098;22566;-12321;-12321;-12321
22564;17153;22567;-12321;-12321;-12321
22565;11039;22568;-12321;-12321;-12321
22566;7717;22569;-12321;-12321;-12321
22567;6684;22570;-12321;-12321;-12321
22568;6745;22571;-12321;-12321;-12321
22569;6678;22572;-12321;-12321;-12321
22570;6737;22573;-12321;-12321;-12321
22571;6837;22574;-12321;-12321;-12321
22572;16207;22575;-12321;-12321;-12321
22573;10746;22576;-12321;-12321;-12321
22574;6795;22577;-12321;-12321;-12321
22575;6734;22578;-12321;-12321;-12321
22576;6646;22579;-12321;-12321;-12321
22577;19302;22580;-12321;-12321;-12321
22578;8590;22581;-12321;-12321;-12321
22579;16299;22582;-12321;-12321;-12321
22580;14188;22583;-12321;-12321;-12321
22581;19309;22584;-12321;-12321;-12321
22582;19307;22585;-12321;-12321;-12321
22583;12517;22586;-12321;-12321;-12321
22584;16300;22587;-12321;-12321;-12321
22585;16017;22588;-12321;-12321;-12321
22586;6635;22589;-12321;-12321;-12321
22587;18818;22590;-12321;-12321;-12321
22588;12488;22591;-12321;-12321;-12321
22589;11927;22592;-12321;-12321;-12321
22590;16629;22593;-12321;-12321;-12321
22591;7099;22594;-12321;-12321;-12321
22592;7554;22595;-12321;-12321;-12321
22593;16439;22596;-12321;-12321;-12321
22594;11148;22597;-12321;-12321;-12321
22595;9049;22598;-12321;-12321;-12321
22596;12134;22599;-12321;-12321;-12321
22597;18812;22600;-12321;-12321;-12321
22598;9687;22601;-12321;-12321;-12321
22599;13497;22602;-12321;-12321;-12321
22600;9665;22603;-12321;-12321;-12321
22601;17616;22604;-12321;-12321;-12321
22602;13201;22605;-12321;-12321;-12321
22603;10053;22606;-12321;-12321;-12321
22604;12777;22607;-12321;-12321;-12321
22605;5907;22608;-12321;-12321;-12321
22606;14873;22609;-12321;-12321;-12321
22607;12844;22610;-12321;-12321;-12321
22608;16911;22611;-12321;-12321;-12321
22609;9750;22612;-12321;-12321;-12321
22610;11911;22613;-12321;-12321;-12321
22611;15032;22614;-12321;-12321;-12321
22612;16180;22615;-12321;-12321;-12321
22613;9703;22616;-12321;-12321;-12321
22614;12125;22617;-12321;-12321;-12321
22615;17912;22618;-12321;-12321;-12321
22616;16446;22619;-12321;-12321;-12321
22617;14912;22620;-12321;-12321;-12321
22618;16901;22621;-12321;-12321;-12321
22619;17971;22622;-12321;-12321;-12321
22620;17950;22623;-12321;-12321;-12321
22621;17970;22624;-12321;-12321;-12321
22622;17556;22625;-12321;-12321;-12321
22623;14423;22626;-12321;-12321;-12321
22624;14267;22627;-12321;-12321;-12321
22625;9987;22628;-12321;-12321;-12321
22626;19455;22629;-12321;-12321;-12321
22627;6848;22630;-12321;-12321;-12321
22628;19443;22631;-12321;-12321;-12321
22629;7466;22632;-12321;-12321;-12321
22630;7189;22633;-12321;-12321;-12321
22631;6928;22634;-12321;-12321;-12321
22632;5909;22635;-12321;-12321;-12321
22633;19493;22636;-12321;-12321;-12321
22634;10293;22637;-12321;-12321;-12321
22635;17132;22638;-12321;-12321;-12321
22636;8030;22639;-12321;-12321;-12321
22637;17081;22640;-12321;-12321;-12321
22638;11008;22641;-12321;-12321;-12321
22639;5809;22642;-12321;-12321;-12321
22640;17348;22643;-12321;-12321;-12321
22641;11248;22644;-12321;-12321;-12321
22642;17258;22645;-12321;-12321;-12321
22643;16175;22646;-12321;-12321;-12321
22644;15353;22647;-12321;-12321;-12321
22645;11454;22648;-12321;-12321;-12321
22646;11289;22649;-12321;-12321;-12321
22647;14361;22650;-12321;-12321;-12321
22648;17218;22651;-12321;-12321;-12321
22649;17637;22652;-12321;-12321;-12321
22650;17643;22653;-12321;-12321;-12321
22651;11529;22654;-12321;-12321;-12321
22652;16480;22655;-12321;-12321;-12321
22653;11530;22656;-12321;-12321;-12321
22654;6042;22657;-12321;-12321;-12321
22655;11528;22658;-12321;-12321;-12321
22656;18581;22659;-12321;-12321;-12321
22657;17978;22660;-12321;-12321;-12321
22658;8512;22661;-12321;-12321;-12321
22659;13448;22662;-12321;-12321;-12321
22660;12001;22663;-12321;-12321;-12321
22661;10377;22664;-12321;-12321;-12321
22662;11194;22665;-12321;-12321;-12321
22663;13449;22666;-12321;-12321;-12321
22664;9272;22667;-12321;-12321;-12321
22665;11385;22668;-12321;-12321;-12321
22666;9461;22669;-12321;-12321;-12321
22667;15492;22670;-12321;-12321;-12321
22668;11646;22671;-12321;-12321;-12321
22669;7724;22672;-12321;-12321;-12321
22670;19732;22673;-12321;-12321;-12321
22671;17260;22674;-12321;-12321;-12321
22672;16810;22675;-12321;-12321;-12321
22673;18677;22676;-12321;-12321;-12321
22674;7906;22677;-12321;-12321;-12321
22675;16073;22678;-12321;-12321;-12321
22676;17479;22679;-12321;-12321;-12321
22677;17603;22680;-12321;-12321;-12321
22678;10300;22681;-12321;-12321;-12321
22679;12673;22682;-12321;-12321;-12321
22680;6850;22683;-12321;-12321;-12321
22681;6435;22684;-12321;-12321;-12321
22682;7247;22685;-12321;-12321;-12321
22683;11119;22686;-12321;-12321;-12321
22684;15123;22687;-12321;-12321;-12321
22685;17207;22688;-12321;-12321;-12321
22686;11854;22689;-12321;-12321;-12321
22687;11662;22690;-12321;-12321;-12321
22688;15076;22691;-12321;-12321;-12321
22689;14900;22692;-12321;-12321;-12321
22690;6369;22693;-12321;-12321;-12321
22691;11938;22694;-12321;-12321;-12321
22692;9224;22695;-12321;-12321;-12321
22693;9476;22696;-12321;-12321;-12321
22694;10934;22697;-12321;-12321;-12321
22695;9634;22698;-12321;-12321;-12321
22696;6188;22699;-12321;-12321;-12321
22697;6493;22700;-12321;-12321;-12321
22698;6162;22701;-12321;-12321;-12321
22699;16216;22702;-12321;-12321;-12321
22700;15218;22703;-12321;-12321;-12321
22701;7101;22704;-12321;-12321;-12321
22702;9991;22705;-12321;-12321;-12321
22703;9081;22706;-12321;-12321;-12321
22704;9200;22707;-12321;-12321;-12321
22705;17830;22708;-12321;-12321;-12321
22706;9080;22709;-12321;-12321;-12321
22707;16805;22710;-12321;-12321;-12321
22708;18788;22711;-12321;-12321;-12321
22709;19722;22712;-12321;-12321;-12321
22710;7560;22713;-12321;-12321;-12321
22711;4498;22714;-12321;-12321;-12321
22712;16626;22715;-12321;-12321;-12321
22713;13391;22716;-12321;-12321;-12321
22714;15014;22717;-12321;-12321;-12321
22715;14561;22718;-12321;-12321;-12321
22716;17072;22719;-12321;-12321;-12321
22717;17038;22720;-12321;-12321;-12321
22718;421;22721;-12321;-12321;-12321
22719;448;22722;-12321;-12321;-12321
22720;425;22723;-12321;-12321;-12321
22721;495;22724;-12321;-12321;-12321
22722;6888;22725;-12321;-12321;-12321
22723;8688;22726;-12321;-12321;-12321
22724;15485;22727;-12321;-12321;-12321
22725;6975;22728;-12321;-12321;-12321
22726;6694;22729;-12321;-12321;-12321
22727;6600;22730;-12321;-12321;-12321
22728;17766;22731;-12321;-12321;-12321
22729;15952;22732;-12321;-12321;-12321
22730;19624;22733;-12321;-12321;-12321
22731;12839;22734;-12321;-12321;-12321
22732;18930;22735;-12321;-12321;-12321
22733;15354;22736;-12321;-12321;-12321
22734;19564;22737;-12321;-12321;-12321
22735;10164;22738;-12321;-12321;-12321
22736;12741;22739;-12321;-12321;-12321
22737;8949;22740;-12321;-12321;-12321
22738;9234;22741;-12321;-12321;-12321
22739;12779;22742;-12321;-12321;-12321
22740;9233;22743;-12321;-12321;-12321
22741;12778;22744;-12321;-12321;-12321
22742;11589;22745;-12321;-12321;-12321
22743;1928;22746;-12321;-12321;-12321
22744;10990;22747;-12321;-12321;-12321
22745;8486;22748;-12321;-12321;-12321
22746;18951;22749;-12321;-12321;-12321
22747;18868;22750;-12321;-12321;-12321
22748;10638;22751;-12321;-12321;-12321
22749;8737;22752;-12321;-12321;-12321
22750;6585;22753;-12321;-12321;-12321
22751;13144;22754;-12321;-12321;-12321
22752;3948;22755;-12321;-12321;-12321
22753;1594;22756;25;244.33185;0.004398
22754;1080;22757;-12321;-12321;-12321
22755;3342;22758;25;1609.1222;0.028964
22756;3084;22759;-12321;-12321;-12321
22757;3803;22760;-12321;-12321;-12321
22758;1081;22761;15;0.002019;0
22759;9570;22762;-12321;-12321;-12321
22760;7149;22763;-12321;-12321;-12321
22761;18831;22764;-12321;-12321;-12321
22762;9563;22765;-12321;-12321;-12321
22763;8867;22766;-12321;-12321;-12321
22764;9105;22767;-12321;-12321;-12321
22765;12329;22768;-12321;-12321;-12321
22766;13483;22769;-12321;-12321;-12321
22767;9611;22770;-12321;-12321;-12321
22768;9974;22771;-12321;-12321;-12321
22769;6582;22772;-12321;-12321;-12321
22770;10645;22773;-12321;-12321;-12321
22771;8229;22774;-12321;-12321;-12321
22772;7382;22775;-12321;-12321;-12321
22773;10695;22776;-12321;-12321;-12321
22774;7599;22777;-12321;-12321;-12321
22775;15243;22778;-12321;-12321;-12321
22776;6625;22779;-12321;-12321;-12321
22777;19068;22780;-12321;-12321;-12321
22778;19297;22781;-12321;-12321;-12321
22779;13337;22782;-12321;-12321;-12321
22780;11094;22783;-12321;-12321;-12321
22781;10682;22784;-12321;-12321;-12321
22782;14702;22785;-12321;-12321;-12321
22783;6725;22786;-12321;-12321;-12321
22784;6218;22787;-12321;-12321;-12321
22785;15768;22788;-12321;-12321;-12321
22786;16720;22789;-12321;-12321;-12321
22787;7346;22790;-12321;-12321;-12321
22788;14678;22791;-12321;-12321;-12321
22789;7379;22792;-12321;-12321;-12321
22790;11415;22793;-12321;-12321;-12321
22791;16892;22794;-12321;-12321;-12321
22792;10198;22795;-12321;-12321;-12321
22793;7354;22796;-12321;-12321;-12321
22794;7805;22797;-12321;-12321;-12321
22795;16441;22798;-12321;-12321;-12321
22796;8850;22799;-12321;-12321;-12321
22797;14580;22800;-12321;-12321;-12321
22798;9753;22801;-12321;-12321;-12321
22799;15437;22802;-12321;-12321;-12321
22800;19709;22803;-12321;-12321;-12321
22801;11006;22804;-12321;-12321;-12321
22802;7433;22805;-12321;-12321;-12321
22803;7811;22806;-12321;-12321;-12321
22804;16802;22807;-12321;-12321;-12321
22805;3949;22808;-12321;-12321;-12321
22806;15645;22809;-12321;-12321;-12321
22807;3804;22810;-12321;-12321;-12321
22808;9782;22811;-12321;-12321;-12321
22809;11872;22812;-12321;-12321;-12321
22810;19710;22813;-12321;-12321;-12321
22811;11760;22814;-12321;-12321;-12321
22812;3805;22815;-12321;-12321;-12321
22813;11607;22816;-12321;-12321;-12321
22814;8212;22817;-12321;-12321;-12321
22815;14169;22818;-12321;-12321;-12321
22816;15951;22819;-12321;-12321;-12321
22817;19565;22820;-12321;-12321;-12321
22818;3806;22821;-12321;-12321;-12321
22819;19175;22822;-12321;-12321;-12321
22820;13263;22823;-12321;-12321;-12321
22821;1116;22824;30;0.000004;0
22822;381;22825;25;3955.8806;7.1204998E-2
22823;620;22826;25;-12321;-12321
22824;1124;22827;25;812.71912;0.014629
22825;2992;22828;-12321;-12321;-12321
22826;863;22829;-12321;-12321;-12321
22827;429;22830;-12321;-12321;-12321
22828;864;22831;-12321;-12321;-12321
22829;857;22832;-12321;-12321;-12321
22830;525;22833;-12321;-12321;-12321
22831;858;22834;-12321;-12321;-12321
22832;518;22835;-12321;-12321;-12321
22833;846;22836;-12321;-12321;-12321
22834;324;22837;-12321;-12321;-12321
22835;885;22838;-12321;-12321;-12321
22836;454;22839;-12321;-12321;-12321
22837;883;22840;-12321;-12321;-12321
22838;878;22841;-12321;-12321;-12321
22839;535;22842;-12321;-12321;-12321
22840;5355;22843;-12321;-12321;-12321
22841;879;22844;-12321;-12321;-12321
22842;382;22845;-12321;-12321;-12321
22843;528;22846;-12321;-12321;-12321
22844;867;22847;-12321;-12321;-12321
22845;328;22848;25;54.744411;9.8500005E-4
22846;906;22849;-12321;-12321;-12321
22847;476;22850;-12321;-12321;-12321
22848;904;22851;-12321;-12321;-12321
22849;899;22852;-12321;-12321;-12321
22850;544;22853;-12321;-12321;-12321
22851;900;22854;-12321;-12321;-12321
22852;538;22855;-12321;-12321;-12321
22853;888;22856;-12321;-12321;-12321
22854;332;22857;-12321;-12321;-12321
22855;1605;22858;-12321;-12321;-12321
22856;1606;22859;-12321;-12321;-12321
22857;1607;22860;-12321;-12321;-12321
22858;927;22861;-12321;-12321;-12321
22859;501;22862;-12321;-12321;-12321
22860;925;22863;-12321;-12321;-12321
22861;920;22864;-12321;-12321;-12321
22862;553;22865;-12321;-12321;-12321
22863;921;22866;-12321;-12321;-12321
22864;547;22867;-12321;-12321;-12321
22865;909;22868;-12321;-12321;-12321
22866;336;22869;-12321;-12321;-12321
22867;3069;22870;25;624.38928;0.011239
22868;3063;22871;25;611.72778;0.011011
22869;3070;22872;25;625.02283;0.01125
22870;3904;22873;-12321;-12321;-12321
22871;3064;22874;25;606.98206;0.010926
22872;3935;22875;-12321;-12321;-12321
22873;3071;22876;25;595.37622;0.010717
22874;3905;22877;-12321;-12321;-12321
22875;3065;22878;25;585.11646;0.010532
22876;3937;22879;-12321;-12321;-12321
22877;1978;22880;-12321;-12321;-12321
22878;1646;22881;-12321;-12321;-12321
22879;3319;22882;25;73.459152;1.3220001E-3
22880;4031;22883;-12321;-12321;-12321
22881;3317;22884;-12321;-12321;-12321
22882;3753;22885;-12321;-12321;-12321
22883;12924;22886;-12321;-12321;-12321
22884;4496;22887;-12321;-12321;-12321
22885;4262;22888;-12321;-12321;-12321
22886;1853;22889;-12321;-12321;-12321
22887;4189;22890;-12321;-12321;-12321
22888;1445;22891;-12321;-12321;-12321
22889;4423;22892;-12321;-12321;-12321
22890;2616;22893;-12321;-12321;-12321
22891;4347;22894;-12321;-12321;-12321
22892;2268;22895;-12321;-12321;-12321
22893;4112;22896;-12321;-12321;-12321
22894;1027;22897;20;-12321;-12321
22895;376;22898;25;-12321;-12321
22896;343;22899;-12321;-12321;-12321
22897;4010;22900;-12321;-12321;-12321
22898;3865;22901;-12321;-12321;-12321
22899;3295;22902;-12321;-12321;-12321
22900;8687;22903;-12321;-12321;-12321
22901;7592;22904;-12321;-12321;-12321
22902;6448;22905;-12321;-12321;-12321
22903;8553;22906;-12321;-12321;-12321
22904;9594;22907;-12321;-12321;-12321
22905;10145;22908;-12321;-12321;-12321
22906;10137;22909;-12321;-12321;-12321
22907;10144;22910;-12321;-12321;-12321
22908;9605;22911;-12321;-12321;-12321
22909;17265;22912;-12321;-12321;-12321
22910;13081;22913;-12321;-12321;-12321
22911;11474;22914;-12321;-12321;-12321
22912;14487;22915;-12321;-12321;-12321
22913;9437;22916;-12321;-12321;-12321
22914;14645;22917;-12321;-12321;-12321
22915;17296;22918;-12321;-12321;-12321
22916;16607;22919;-12321;-12321;-12321
22917;7590;22920;-12321;-12321;-12321
22918;7591;22921;-12321;-12321;-12321
22919;10554;22922;-12321;-12321;-12321
22920;8955;22923;-12321;-12321;-12321
22921;11472;22924;-12321;-12321;-12321
22922;7739;22925;-12321;-12321;-12321
22923;6762;22926;-12321;-12321;-12321
22924;14694;22927;-12321;-12321;-12321
22925;14244;22928;-12321;-12321;-12321
22926;6018;22929;-12321;-12321;-12321
22927;8299;22930;-12321;-12321;-12321
22928;10769;22931;-12321;-12321;-12321
22929;19210;22932;-12321;-12321;-12321
22930;8323;22933;-12321;-12321;-12321
22931;9880;22934;-12321;-12321;-12321
22932;14861;22935;-12321;-12321;-12321
22933;14860;22936;-12321;-12321;-12321
22934;8779;22937;-12321;-12321;-12321
22935;14859;22938;-12321;-12321;-12321
22936;12594;22939;-12321;-12321;-12321
22937;14214;22940;-12321;-12321;-12321
22938;14857;22941;-12321;-12321;-12321
22939;14856;22942;-12321;-12321;-12321
22940;12724;22943;-12321;-12321;-12321
22941;8501;22944;-12321;-12321;-12321
22942;14863;22945;-12321;-12321;-12321
22943;14862;22946;-12321;-12321;-12321
22944;12821;22947;-12321;-12321;-12321
22945;10484;22948;-12321;-12321;-12321
22946;6976;22949;-12321;-12321;-12321
22947;8748;22950;-12321;-12321;-12321
22948;9060;22951;-12321;-12321;-12321
22949;9603;22952;-12321;-12321;-12321
22950;6938;22953;-12321;-12321;-12321
22951;9818;22954;-12321;-12321;-12321
